,country,year,Inflation,Unemployment Rate,avg_wage,exchange_rate,old_age_dependency,pop_tertiary_ed,public_spend,working_age
79,Canada,2004,1.85725871857261,7.19000005722046,45034.6151411603,1.301282,20.8,53.197052,0.663,69.0417713725658
80,Canada,2003,2.75856321360112,7.57000017166138,44065.7697375825,1.401015,20.7,53.179329,0.745,68.8636541466845
81,Canada,2002,2.25839440940856,7.65999984741211,44046.7611259154,1.570343,20.6,51.629013,0.746,68.6984972199847
82,Canada,2001,2.52512013979907,7.21999979019165,44416.8123091387,1.54884,20.5,50.856735,0.762,68.4954647675944
83,Canada,2000,2.71943995691972,6.82999992370605,44600.0524229853,1.485394,20.5,48.400093,0.673,68.2759901752378
84,Switzerland,2020,-0.725874933313391,4.82000017166138,67105.0181009114,0.938965,31.3,52.972816,0.7751052631578946,66.2158651658858
85,Switzerland,2019,0.362886179940635,4.3899998664856,68121.6093336129,0.993709,30.9,52.695705,0.7751052631578946,66.4048054407553
86,Switzerland,2018,0.936335464113605,4.71000003814697,66722.9175098538,0.977892,27.252631578947366,51.206909,0.735,66.6417322238152
87,Switzerland,2017,0.533787839825886,4.80000019073486,66913.3587006029,0.984692,30.2,50.136665,0.844,66.8861338261021
88,Switzerland,2016,-0.434618664285843,4.92000007629395,67225.2712716855,0.985394,27.252631578947366,48.844658,0.872,67.0986013456528
89,Switzerland,2015,-1.14390867228178,4.80000019073486,67731.0641888089,0.962381,29.0,46.502586,0.806,67.2655189958271
90,Switzerland,2014,-0.0132025387515987,4.82999992370605,67348.3284875262,0.916151,29.0,44.214348,0.768,67.4209386997557
91,Switzerland,2013,-0.217323155115639,4.75,67235.8450748468,0.926904,28.6,41.891548,0.775,67.5854883695172
92,Switzerland,2012,-0.692552018105236,4.48000001907349,66424.6865031922,0.937684,28.1,39.260506,0.694,67.7434183237648
93,Switzerland,2011,0.231349207650894,4.40000009536743,65447.0664179713,0.888042,27.6,38.016293,0.662,67.896525906944
94,Switzerland,2010,0.688238707220017,4.80000019073486,65019.3201670911,1.042906,27.2,37.405544,0.954,67.9577656484228
95,Switzerland,2009,-0.480481936423328,4.11999988555908,65370.8201237744,1.088142,26.8,39.979767,0.958,68.0775615999934
96,Switzerland,2008,2.42604117060162,3.34999990463257,64062.6491606269,1.08309,26.4,38.482616,0.549,68.1209298092649
97,Switzerland,2007,0.732350603122241,3.65000009536743,63742.5679967119,1.200366,26.0,35.022648,0.617,68.0897938675828
98,Switzerland,2006,1.05950928324804,4.0,62992.732341208,1.253843,25.7,32.229095,0.812,68.0423467066456
99,Switzerland,2005,1.17195420333701,4.44000005722046,62811.3433809162,1.245177,25.5,31.038237,0.94,67.9724102730144
100,Switzerland,2004,0.802908730955216,4.32000017166138,61842.146069176,1.243496,25.3,30.414423,1.036,67.8727042478199
101,Switzerland,2003,0.638272930887213,4.11999988555908,62289.1522143942,1.346651,25.2,29.236425,1.034,67.7554114306005
102,Switzerland,2002,0.64271150654328,2.92000007629395,62610.7782619798,1.558607,25.1,26.701601,0.717,67.6153511841306
103,Switzerland,2001,0.989020329832555,2.49000000953674,61373.7629099651,1.687615,25.0,25.608202,0.448,67.5014152483164
104,Switzerland,2000,1.55852919679006,2.67000007629395,58128.6187055064,1.688843,24.9,25.571112,0.506,67.3021818561436
105,Czechia,2020,3.16129528497808,2.54999995231628,30912.1625160037,23.21025,33.8,33.001759,0.5921666666666667,63.9227656047973
106,Czechia,2019,2.84787595918047,2.00999999046326,31236.4530088112,22.93225,31.8,32.580391,0.5921666666666667,64.2878780323852
107,Czechia,2018,2.14949494949492,2.24000000953674,29990.7006930927,21.729917,24.857894736842102,33.328793,0.5921666666666667,64.7604981164888
108,Czechia,2017,2.45053398460138,2.89000010490417,28482.1251018999,23.376333,30.0,33.821026,0.436,65.3180038464422
109,Czechia,2016,0.683504209385683,3.95000004768372,27097.1678035338,24.439917,24.857894736842102,32.564495,0.456,65.9663762942861
110,Czechia,2015,0.309364548494974,5.05000019073486,26172.8581631554,24.59875,28.8,31.010311,0.475,66.6318945888159
111,Czechia,2014,0.343988589646784,6.1100001335144,25425.1745235874,20.7575,27.1,29.88735,0.553,67.2953162074695
112,Czechia,2013,1.43829787234043,6.94999980926514,24900.0481577341,19.570583,26.2,29.195036,0.622,67.9860435808435
113,Czechia,2012,3.28762306610408,6.98000001907349,25056.2619912968,19.5775,25.3,27.832432,0.616,68.7410733707314
114,Czechia,2011,1.91721913635547,6.71000003814697,25010.4642180162,17.695917,24.5,25.124683,0.645,69.5039151456767
115,Czechia,2010,1.47272727272729,7.28000020980835,24808.3144747498,19.09825,23.8,22.630354,0.744,70.306573573864
116,Czechia,2009,1.0193773532923,6.65999984741211,24068.5788935786,19.063,23.2,20.240141,0.961,70.7724220730474
117,Czechia,2008,6.35866380152374,4.3899998664856,24165.3464422356,17.071667,22.7,17.674837,0.555,71.0906132223272
118,Czechia,2007,2.85312437211172,5.32000017166138,24036.7678543414,20.293667,22.3,15.472363,0.537,71.207347232877
119,Czechia,2006,2.53399258343632,7.15000009536743,23340.1988371658,22.595583,22.0,15.246418,0.49,71.1779776959291
120,Czechia,2005,1.85709789109223,7.92999982833862,22440.746354952,23.957417,21.8,14.231308,0.564,71.0845671506568
121,Czechia,2004,2.76010781671159,8.21000003814697,21799.9169008062,25.69975,21.7,12.978498,0.637,70.9295053955046
122,Czechia,2003,0.118739205526785,7.53999996185303,20860.7182149352,28.209,21.7,12.051159,0.7,70.681059369704
123,Czechia,2002,1.90298097019031,7.01999998092651,19382.8074543462,32.738518,21.8,12.26703,0.579,70.3884332698676
124,Czechia,2001,4.66267556988255,7.98999977111816,18277.4420913387,38.035328,21.9,11.27721,0.524,70.1092565554325
125,Czechia,2000,3.77538829151733,8.76000022888184,17381.0578327063,38.598417,21.9,11.199056,0.565,69.7517635185894
126,Germany,2020,0.506689889953274,3.80999994277954,55920.6690928235,0.875506,36.5,34.876732,1.3040555555555555,64.3874714448047
127,Germany,2019,1.4456670146976,3.14000010490417,56332.1609469743,0.893276,38.0,33.260235,1.3040555555555555,64.7044205599228
128,Germany,2018,1.73216766075662,3.38000011444092,55442.5636927834,0.846773,32.8,32.281734,1.3040555555555555,64.9868703979992
129,Germany,2017,1.50949655801608,3.75,54663.8550180622,0.885206,36.4,31.308737,0.858,65.2541575426159
130,Germany,2016,0.49174862477081,4.11999988555908,54093.9104742941,0.903421,32.8,30.527618,0.873,65.5491857433664
131,Germany,2015,0.51442053951781,4.61999988555908,53277.9337901734,0.901296,34.8,29.588667,0.918,65.74913723924
132,Germany,2014,0.906797948515676,4.98000001907349,52080.3601151976,0.752728,35.0,28.422802,0.972,65.8749301315056
133,Germany,2013,1.5047209800535,5.23000001907349,51221.4731511943,0.752945,34.9,29.995255,1.034,65.9663400131972
134,Germany,2012,2.0084909216701,5.38000011444092,50743.6018929134,0.778338,34.8,28.956329,1.034,65.9471971105401
135,Germany,2011,2.07517452479837,5.82000017166138,50075.8882356451,0.718414,34.6,27.67141,1.133,65.8445923518811
136,Germany,2010,1.10380916115812,6.96999979019165,49085.4418181365,0.754309,34.4,26.133959,1.467,65.9379069912817
137,Germany,2009,0.31273762987172,7.73999977111816,48659.3294771171,0.716958,33.9,25.655298,1.622,65.9396106395439
138,Germany,2008,2.62838174873985,7.51999998092651,48649.5661179795,0.679923,33.4,23.916872,1.234,66.1012713211141
139,Germany,2007,2.29834179696226,8.65999984741211,48432.5439923966,0.729672,32.7,22.62182,1.349,66.2431331450579
140,Germany,2006,1.57742825864226,10.25,48580.3615468933,0.796433,32.0,21.983997,1.626,66.4584975363164
141,Germany,2005,1.54690965159041,11.1700000762939,48589.6709394897,0.8038,31.1,22.494616,1.833,66.768258261447
142,Germany,2004,1.66573340932676,10.7299995422363,48414.6560431125,0.803922,30.1,22.942751,1.727,67.0887793907499
143,Germany,2003,1.03422776551069,9.77999973297119,48420.9003393179,0.884048,29.1,21.799734,1.662,67.3610937529817
144,Germany,2002,1.42080560518857,8.47999954223633,48260.950516707,1.057559,28.0,21.739561,1.49,67.5476166112042
145,Germany,2001,1.98385693617829,7.76999998092651,47978.289176264,1.116533,27.0,21.779524,1.335,67.7256419149666
146,Germany,2000,1.44026818676794,7.92000007629395,47630.9362473236,1.082705,26.5,22.250971,1.306,67.9366540211934
147,Denmark,2020,0.420711974110026,5.6399998664856,60984.2427222411,6.542152,34.9,42.575157,0.0,63.6513561361343
148,Denmark,2019,0.758131572511619,5.01999998092651,60264.9076732623,6.669447,34.2,47.097672,0.0,63.8557211063932
149,Denmark,2018,0.813609467455633,5.13000011444092,59730.5765454995,6.314619,28.300000000000008,45.83231,0.0,63.9670380971741
150,Denmark,2017,1.14713216957606,5.82999992370605,59219.7467028765,6.602893,33.4,45.537395,0.0,64.1323423879137
151,Denmark,2016,0.249999999999997,5.98999977111816,58879.1412728563,6.731718,28.300000000000008,44.594067,0.0,64.261949083022
152,Denmark,2015,0.452034153691623,6.28000020980835,58890.2336522565,6.727907,33.0,43.043034,0.0,64.3651463418586
153,Denmark,2014,0.564020540449518,6.92999982833862,57870.4063990248,5.612467,31.5,41.623554,0.0,64.4477145049248
154,Denmark,2013,0.789071780078061,7.38000011444092,56786.7481302489,5.616312,30.7,40.929459,0.0,64.5763680683727
155,Denmark,2012,2.39791485664639,7.80000019073486,56392.8645626898,5.792476,29.9,40.192459,0.0,64.7880424228377
156,Denmark,2011,2.75868226051246,7.76999998092651,56477.1803458519,5.368712,29.0,38.600784,0.0,65.0823552827664
157,Denmark,2010,2.31092436974789,7.75,56776.1761976908,5.624075,28.2,37.608952,0.0,65.4190189109709
158,Denmark,2009,1.30470991024336,6.40999984741211,56145.4717378729,5.360867,27.5,37.435608,0.0,65.6917611765394
159,Denmark,2008,3.41626794258375,3.6800000667572,54817.4594178387,5.098131,26.8,36.165295,0.0,65.8931955455817
160,Denmark,2007,1.69326586220319,3.79999995231628,54101.2626964787,5.443701,26.1,36.185223,0.0,66.0187836182515
161,Denmark,2006,1.92422138464588,3.90000009536743,53504.7617043668,5.946778,25.5,40.808071,0.0,66.0863321769701
162,Denmark,2005,1.81781458291257,4.82999992370605,52618.2949477389,5.99691,25.1,39.83181,0.0,66.1202464264072
163,Denmark,2004,1.15435693124937,5.19999980926514,51724.7774540012,5.991057,24.7,37.593121,0.0,66.1888325452026
164,Denmark,2003,2.07507820646504,5.40000009536743,50598.6456254605,6.587673,24.5,35.009655,0.0,66.2886144015397
165,Denmark,2002,2.42443661219694,4.26999998092651,49379.9115710942,7.894714,24.3,32.359928,0.0,66.4015756602543
166,Denmark,2001,2.33787000255261,4.15999984741211,48280.4436264319,8.322817,24.2,31.066076,0.0,66.5195416241992
167,Denmark,2000,2.90328203236457,4.48000001907349,47994.6178006955,8.083144,24.2,29.295521,0.0,66.6694708079524
168,Spain,2020,-0.322753017299705,15.5299997329712,38425.8737390982,0.875506,32.8,47.379524,2.2533888888888884,65.9557052125843
169,Spain,2019,0.699518994458693,14.1000003814697,39877.2153582443,0.893276,31.7,46.508266,2.2533888888888884,65.8794186427795
170,Spain,2018,1.67498136863794,15.25,39794.1061416166,0.846773,28.036842105263155,44.259609,2.2533888888888884,65.8485682945003
171,Spain,2017,1.95607633363964,17.2199993133545,39927.3834496192,0.885206,30.6,42.644691,1.607,65.9188905803337
172,Spain,2016,-0.202598000426425,19.6299991607666,40454.9984942639,0.903421,28.036842105263155,40.980919,1.788,66.0756453289841
173,Spain,2015,-0.500365709903282,22.0599994659424,40684.384215252,0.901296,30.6,40.959778,2.029,66.2592442872786
174,Spain,2014,-0.151114837527181,24.4400005340576,40084.8582217399,0.752728,29.0,41.477402,2.548,66.5048007729955
175,Spain,2013,1.40858109183012,26.0900001525879,40208.3882636177,0.752945,28.5,41.089592,3.131,66.9133841658905
176,Spain,2012,2.44612782366812,24.7900009155273,40205.2278657672,0.778338,27.9,40.386406,3.259,67.3657133733377
177,Spain,2011,3.19610188833788,21.3899993896484,41363.4896260308,0.718414,27.5,40.311493,3.361,67.7077263590022
178,Spain,2010,1.79986457728766,19.8600006103516,42115.8322690389,0.754309,27.1,40.312317,3.025,68.0922428471007
179,Spain,2009,-0.287813083535237,17.8600006103516,42517.9211558175,0.716958,26.8,39.458729,3.383,68.4894975041813
180,Spain,2008,4.07534335957341,11.25,40000.4247077932,0.679923,26.6,40.047447,2.197,68.8250933727512
181,Spain,2007,2.78679745804947,8.22999954223633,38635.0694056528,0.729672,26.4,40.025246,1.749,68.9460501418295
182,Spain,2006,3.51557576832125,8.44999980926514,38221.0114187519,0.796433,26.4,40.32674,1.786,68.8752550945017
183,Spain,2005,3.36881409750382,9.14999961853027,38404.387844485,0.8038,26.4,40.703537,1.813,68.9839359820266
184,Spain,2004,3.03924881090927,11.0900001525879,38239.5000427859,0.803922,26.5,38.99802,1.824,68.8340922685114
185,Spain,2003,3.03888839396654,11.2799997329712,38732.4456349163,0.884048,26.8,37.90205,1.836,68.647496028733
186,Spain,2002,3.0656568590222,11.1499996185303,38930.4214506944,1.057559,27.0,37.484509,1.843,68.563736254186
187,Spain,2001,3.58983413338114,10.3500003814697,38736.2520315131,1.116533,27.2,35.42757,1.749,68.5230594703941
188,Spain,2000,3.43351563418762,13.789999961853,38940.0267215148,1.082705,26.9,33.978283,1.633,68.6473944236908
189,Estonia,2020,-0.444531097679859,6.80000019073486,32017.2536726462,0.875506,34.9,43.145798,0.27577777777777773,63.3685827305283
190,Estonia,2019,2.27725931243518,4.44999980926514,30212.814486472,0.893276,32.4,42.760071,0.27577777777777773,63.6668663870581
191,Estonia,2018,3.43632688420445,5.36999988555908,28533.3902591232,0.846773,28.894736842105264,43.633705,0.27577777777777773,63.9600386390989
192,Estonia,2017,3.41723549488057,5.76000022888184,27059.3912712127,0.885206,31.4,43.041157,0.286,64.2589404456104
193,Estonia,2016,0.148684907627356,6.76000022888184,26453.4693925694,0.903421,28.894736842105264,41.048111,0.341,64.6656381337447
194,Estonia,2015,-0.492326006547338,6.19000005722046,25084.6044824345,0.901296,31.0,40.508533,0.324,65.0954505069192
195,Estonia,2014,-0.106175146521716,7.34999990463257,23958.7400470747,0.752728,29.9,40.421608,0.291,65.5486879490622
196,Estonia,2013,2.78056658954996,8.63000011444092,22759.1222597647,0.752945,29.5,40.439819,0.326,66.0590274484692
197,Estonia,2012,3.93339987296979,10.0200004577637,22220.6107867084,0.778338,29.1,40.079975,0.27,66.5421230577548
198,Estonia,2011,4.9819013145361,12.3299999237061,21952.7435096521,0.718414,28.7,38.927837,0.304,66.990950243288
199,Estonia,2010,2.97204512015696,16.7099990844727,22426.2977939124,0.754595,28.5,38.010132,0.581,67.3223304981318
200,Estonia,2009,-0.0784083112810205,13.5500001907349,22558.8749737426,0.719481,28.3,36.644875,1.06,67.532399411022
201,Estonia,2008,10.3623580313683,5.44999980926514,23220.7975825552,0.683499,28.3,35.746883,0.248,67.6697155763636
202,Estonia,2007,6.60132603055634,4.59000015258789,22920.1293944947,0.730756,28.2,34.382347,0.09,67.7760539427753
203,Estonia,2006,4.43762042389211,5.90999984741211,19710.9213940617,0.79669,28.2,34.418907,0.064,67.9650433245966
204,Estonia,2005,4.07971423199846,8.02999973297119,18097.7567097939,0.804251,28.0,32.912037,0.107,68.0747725637098
205,Estonia,2004,3.04811107523412,10.25,16959.6804514333,0.805003,27.6,27.564163,0.163,68.0074125720157
206,Estonia,2003,1.33499116549964,11.289999961853,15653.5315281134,0.885586,27.2,27.367912,0.176,67.866157931598
207,Estonia,2002,3.57191270164023,10.0299997329712,14304.0787670199,1.061687,26.7,26.233803,0.085,67.7105158226701
208,Estonia,2001,5.74827981651377,13.1300001144409,13530.2838012494,1.117052,26.1,27.28639,0.121,67.5628460178011
209,Estonia,2000,4.0184895250876,13.3599996566772,13049.698444745,1.084494,25.0,28.721388,0.127,67.3761708250267
210,Finland,2020,0.290554555653313,7.76000022888184,47877.6324062913,0.875506,40.1,44.665718,1.9332222222222224,61.8494288408902
211,Finland,2019,1.02409392963429,6.69000005722046,47731.3810694198,0.893276,39.6,41.820766,1.9332222222222224,62.0637115476388
212,Finland,2018,1.08382098409299,7.3600001335144,47244.6404457039,0.846773,29.957894736842103,41.313869,1.9332222222222224,62.3171320953128
213,Finland,2017,0.754015047084413,8.64000034332275,46898.6579732219,0.885206,37.7,41.253643,1.935,62.6567365181677
214,Finland,2016,0.356684500891696,8.81999969482422,47169.4791171538,0.903421,29.957894736842103,41.13372,2.286,63.0295141463692
215,Finland,2015,-0.207928839905218,9.38000011444092,46758.811643577,0.901296,35.0,40.524899,2.348,63.4355550332072
216,Finland,2014,1.04119621178439,8.65999984741211,46395.4298405516,0.752728,34.0,40.308151,2.188,63.9333978698553
217,Finland,2013,1.47828615688804,8.1899995803833,46410.7303768431,0.752945,32.5,39.992779,1.926,64.5047274532426
218,Finland,2012,2.80833622561575,7.69000005722046,46879.3937880133,0.778338,30.9,39.749657,1.71,65.1068430967533
219,Finland,2011,3.41680754255211,7.78000020980835,46842.0146347727,0.718414,29.6,39.377258,1.629,65.6908374335965
220,Finland,2010,1.1841352315465,8.39000034332275,46828.7275024312,0.754309,28.5,39.207012,1.923,66.182720807795
221,Finland,2009,-9.17360403259616e-07,8.25,46189.5033711431,0.716958,27.7,39.388084,1.873,66.4536501845804
222,Finland,2008,4.06595355358378,6.36999988555908,45794.6343991341,0.679923,27.2,38.289055,1.385,66.5651810762153
223,Finland,2007,2.51066565240339,6.84999990463257,45406.405989497,0.729672,26.9,39.297249,1.48,66.5351855524939
224,Finland,2006,1.56666380704384,7.71999979019165,44807.6303556323,0.796433,26.6,38.451385,1.769,66.5990096208585
225,Finland,2005,0.623874450025199,8.38000011444092,43899.0209557652,0.8038,26.3,37.541725,1.953,66.7031699738854
226,Finland,2004,0.187120559084453,10.3599996566772,42993.8338865253,0.803922,26.0,38.172512,2.082,66.730270784842
227,Finland,2003,0.877440386254743,10.4700002670288,41620.2018897247,0.884048,25.6,37.934616,2.111,66.8246943704309
228,Finland,2002,1.57122012789382,10.4200000762939,40843.9674199349,1.057559,25.3,39.84703594736842,2.063,66.8832699624159
229,Finland,2001,2.57844080098894,10.289999961853,40625.7132866879,1.116533,24.9,39.84703594736842,2.0,66.9189987287985
230,Finland,2000,3.04210080667796,11.1300001144409,40413.1353230781,1.082705,24.8,38.671585,2.137,66.9285188390023
231,France,2020,0.476498852725083,8.01000022888184,47372.8084858398,0.875506,37.3,49.449242,1.5490000000000002,61.7051412759652
232,France,2019,1.10825492288292,8.40999984741211,49402.5244825536,0.893276,35.8,48.052528,1.5490000000000002,61.8797984739307
233,France,2018,1.85081508315494,9.02000045776367,48930.5037126329,0.846773,30.052631578947373,46.937691,1.524,62.0798851743486
234,France,2017,1.03228275064674,9.40999984741211,48993.0499210396,0.885206,34.4,44.34428,1.551,62.2957618397916
235,France,2016,0.183334861123848,10.0500001907349,48322.4788674439,0.903421,30.052631578947373,44.036968,1.586,62.5623946942746
236,France,2015,0.0375143805125363,10.3500003814697,47769.9773576127,0.901296,33.3,44.687599,1.608,62.861157738062
237,France,2014,0.507758822937957,10.289999961853,47318.5317957179,0.752728,31.9,44.726288,1.615,63.2100079377855
238,France,2013,0.863715497861826,9.92000007629395,46995.2170551426,0.752945,30.9,44.055721,1.617,63.6427936301106
239,France,2012,1.95419531613507,9.39999961853027,46602.6466219276,0.778338,30.0,42.909988,1.564,64.0609334147037
240,France,2011,2.11159795174997,8.8100004196167,46302.8163666344,0.718414,29.2,42.988277,1.498,64.4819297129731
241,France,2010,1.53112270420924,8.86999988555908,46386.1118555352,0.754309,28.6,42.87175,1.593,64.753493842489
242,France,2009,0.0876204781574529,8.73999977111816,45468.229882477,0.716958,28.2,43.149895,1.548,64.895262029347
243,France,2008,2.81286194914787,7.05999994277954,44066.1904791078,0.679923,28.1,40.825264,1.242,65.0462738675619
244,France,2007,1.48799805953858,7.65999984741211,44150.8662706574,0.729672,28.1,41.444328,1.295,65.1394880393971
245,France,2006,1.67512449608728,8.44999980926514,43989.842643363,0.796433,28.1,41.416058,1.425,65.1298385828962
246,France,2005,1.74586936380481,8.48999977111816,43504.1324562404,0.8038,28.1,39.776222,1.675,65.0714834739576
247,France,2004,2.14208964640242,8.90999984741211,42986.244252655,0.803922,28.1,38.220337,1.792,65.0398826707291
248,France,2003,2.09847219146922,8.3100004196167,42296.6523148312,0.884048,28.0,37.855179,1.817,65.0159796783703
249,France,2002,1.9234122872706,8.69999980926514,41954.1258314029,1.057559,27.9,36.053307,1.642,64.9891314846063
250,France,2001,1.63478079549599,8.60999965667725,40852.1825018759,1.116533,27.7,34.232525,1.419,65.0000522372614
251,France,2000,1.6759598872093,10.2200002670288,40596.6445951239,1.082705,27.3,31.375711,1.42,65.0463039964904
252,United Kingdom,2020,0.98948670377243,4.47200012207031,48563.7642841697,0.78,32.0,55.833538,0.27466666666666667,63.5017224042122
253,United Kingdom,2019,1.73810460086511,3.74000000953674,48615.8690884243,0.783445,32.3,51.809521,0.27466666666666667,63.5672076361375
254,United Kingdom,2018,2.29283990345939,4.0,47872.0636136948,0.749532,28.484210526315785,50.752552,0.27466666666666667,63.7588565158262
255,United Kingdom,2017,2.55775577557754,4.32999992370605,47613.8896284349,0.776977,31.7,51.624851,0.149,63.9660622618374
256,United Kingdom,2016,1.00841736811403,4.80999994277954,47512.2430245162,0.740634,28.484210526315785,51.775383,0.157,64.216887525714
257,United Kingdom,2015,0.368046842325369,5.30000019073486,46812.6317066422,0.654545,31.0,49.943413,0.171,64.4571587844663
258,United Kingdom,2014,1.45112016293279,6.1100001335144,46045.380666781,0.60773,30.3,49.185982,0.211,64.681900724668
259,United Kingdom,2013,2.29166666666666,7.51999998092651,46021.9566473194,0.639661,29.6,48.31358,0.309,64.9967614401064
260,United Kingdom,2012,2.57323479654528,7.88000011444092,45524.8720256628,0.633047,28.9,47.860847,0.384,65.380024151939
261,United Kingdom,2011,3.85611244682819,8.03999996185303,46073.2716851121,0.624141,28.3,46.910782,0.388,65.9092366778965
262,United Kingdom,2010,2.49265472467065,7.78999996185303,46909.8895566434,0.647179,27.8,46.046906,0.369,66.0355373379909
263,United Kingdom,2009,1.96173173560107,7.53999996185303,46709.5561354924,0.641919,27.4,45.283749,0.44,66.1839067558837
264,United Kingdom,2008,3.52140856342537,5.61999988555908,46589.5238514264,0.543966,27.2,43.337868,0.284,66.3062130858014
265,United Kingdom,2007,2.38656150773328,5.26000022888184,47698.9078120867,0.499772,27.0,43.08427,0.201,66.359826856488
266,United Kingdom,2006,2.45566166439288,5.34999990463257,46501.3946527842,0.543487,26.9,41.8297,0.217,66.2596998142291
267,United Kingdom,2005,2.08913649025072,4.75,45236.1160365774,0.549998,26.8,35.345379,0.226,66.0316633052642
268,United Kingdom,2004,1.39039756680426,4.59000015258789,45191.3465638847,0.54618,26.8,34.897144,0.222,65.8250632139615
269,United Kingdom,2003,1.3765003854201,4.80999994277954,43911.1917690286,0.612472,26.7,33.321693,0.231,65.6824270278575
270,United Kingdom,2002,1.52040245947458,5.03999996185303,42699.2729339747,0.667223,26.7,31.410488,0.251,65.5255055880185
271,United Kingdom,2001,1.53234960272418,4.69999980926514,42104.3090903274,0.694655,26.8,30.066694,0.446,65.3553812919984
272,United Kingdom,2000,1.18295624210404,5.55999994277954,40560.7801323258,0.660931,27.0,28.901674,0.288,65.1675961027452
273,Greece,2020,-1.24798355581408,16.2999992370605,25719.5130850906,0.875506,37.8,43.685429,0.6583888888888889,63.3956022457898
274,Greece,2019,0.25300752203812,17.3099994659424,25629.6136887256,0.893276,35.8,42.406635,0.6583888888888889,63.5591625267311
275,Greece,2018,0.625621413453588,19.2900009155273,25400.4681553569,0.846773,31.310526315789478,42.821678,0.6583888888888889,63.7227930591211
276,Greece,2017,1.12125452031427,21.4899997711182,26629.7747446517,0.885206,34.7,42.479965,0.507,63.9169332715556
277,Greece,2016,-0.825653978391008,23.5400009155273,26460.6757105503,0.903421,31.310526315789478,40.979172,0.527,64.16088358111
278,Greece,2015,-1.73588804765278,24.8999996185303,27082.0734366134,0.901296,33.0,40.063866,0.485,64.4363264994178
279,Greece,2014,-1.31226096405516,26.4899997711182,26818.6088636713,0.752728,32.9,38.66687,0.516,64.7203030732854
280,Greece,2013,-0.921269454256898,27.4699993133545,26929.4689535767,0.752945,32.3,37.168961,0.692,65.0621889651168
281,Greece,2012,1.50152696177748,24.4400005340576,28812.3590929224,0.778338,31.7,34.977001,0.84,65.4599316795548
282,Greece,2011,3.3298532335065,17.8600006103516,30592.6257594606,0.718414,31.2,32.736923,1.048,65.8686525767904
283,Greece,2010,4.71298907760393,12.710000038147,32664.8556355899,0.754309,30.9,31.15996,0.929,66.2288568719752
284,Greece,2009,1.2100726919781,9.61999988555908,34228.2245278187,0.716958,30.6,29.599367,0.946,66.4895714123783
285,Greece,2008,4.15279708110295,7.76000022888184,32685.048263139,0.679923,30.5,28.454678,0.658,66.6482154145768
286,Greece,2007,2.89500321516574,8.39999961853027,33198.830858902,0.729672,30.5,28.066544,0.543,66.6851941255917
287,Greece,2006,3.19594684144545,9.01000022888184,33192.70112636,0.796433,30.4,27.022612,0.566,66.6565702082853
288,Greece,2005,3.54507273335083,9.98999977111816,32802.5260136467,0.8038,30.1,25.663805,0.635,66.6404151841997
289,Greece,2004,2.89884810758168,10.3100004196167,32912.3962172002,0.803922,29.8,25.493637,0.625,66.6534582573188
290,Greece,2003,3.53065027765554,9.40999984741211,32319.6806789271,0.884048,29.2,23.732121,0.57,66.6910595025362
291,Greece,2002,3.62935871878871,9.97000026702881,30956.100245246,1.057559,28.7,23.705975,0.594,66.772595028702
292,Greece,2001,3.37396832213867,10.460000038147,28375.8663831811,1.116533,28.1,23.480356,0.581,67.3100825814166
293,Greece,2000,3.15118162493827,11.25,27453.1233512965,1.072336,26.7,23.921938,0.589,67.8633690073651
294,Hungary,2020,3.3267438576673,4.25,25274.6430734428,307.996667,33.4,30.688835,0.5398421052631579,65.3468412239275
295,Hungary,2019,3.3385863538201,3.42000007629395,24852.7035959588,290.66,31.4,30.589085,0.5398421052631579,65.8419148959252
296,Hungary,2018,2.85024792594642,3.71000003814697,24056.025348271,270.211667,26.87894736842105,30.576908,0.274,66.3161396485891
297,Hungary,2017,2.34824281150159,4.15999984741211,22932.8795299802,274.433333,29.7,30.162258,0.29,66.6684171149296
298,Hungary,2016,0.394769306686402,5.1100001335144,21385.9900179807,281.523333,26.87894736842105,30.400248,0.31,67.0261419727235
299,Hungary,2015,-0.0616446800641176,6.80999994277954,21193.7019748853,279.3325,27.9,32.12635,0.361,67.4264466462292
300,Hungary,2014,-0.227566270988384,7.73000001907349,21030.7013397901,232.601667,27.8,32.109055,0.356,67.8251260380363
301,Hungary,2013,1.73319984983107,10.1800003051758,21310.7788205027,223.695,27.4,30.876373,0.468,68.2092629769709
302,Hungary,2012,5.65214517088651,11.0,21533.7985602137,225.104167,27.2,30.430923,0.54,68.5054399213577
303,Hungary,2011,3.92992098935075,11.0299997329712,22275.5023240536,201.055,27.0,28.107714,0.748,68.6481757283792
304,Hungary,2010,4.85555795691951,11.1700000762939,21991.4515250729,207.944167,26.7,26.019491,0.796,68.6566726866546
305,Hungary,2009,4.21171171171172,10.0299997329712,21704.9517002736,202.341667,26.4,25.0688,0.848,68.7048142072648
306,Hungary,2008,6.0425125388106,7.82000017166138,23021.2956335465,172.113333,26.0,23.960701,0.717,68.7912537185504
307,Hungary,2007,7.95874516544909,7.40999984741211,22705.0639650879,183.625833,25.7,21.989632,0.663,68.8364838603239
308,Hungary,2006,3.93032603841,7.48999977111816,22874.70203962,210.39,25.4,20.717684,0.573,68.8278580459826
309,Hungary,2005,3.56151711378355,7.19000005722046,22438.3618536691,199.5825,25.1,19.573023,0.547,68.7646970416763
