,country,year,Inflation,Unemployment Rate,avg_wage,exchange_rate,old_age_dependency,pop_tertiary_ed,public_spend,working_age
49,Belgium,2013,1.11309594027537,8.43000030517578,58312.8064794932,0.752945,30.3,42.663147,3.232,65.2488491494812
50,Belgium,2012,2.83966343445897,7.53999996185303,57740.9047749979,0.778338,29.6,42.989902,3.253,65.4776834456296
51,Belgium,2011,3.53208210722744,7.1399998664856,57277.8636023361,0.718414,29.0,42.455688,3.503,65.7203962736192
52,Belgium,2010,2.18929920422458,8.28999996185303,56697.0102359022,0.754309,28.6,43.801159,3.527,65.8956757638343
53,Belgium,2009,-0.0531456741253762,7.90999984741211,56960.7291900123,0.716958,28.4,42.484257,3.579,65.9887585770868
54,Belgium,2008,4.48944420508401,6.98000001907349,56177.7608301146,0.679923,28.5,42.271435,3.086,66.0510910575337
55,Belgium,2007,1.8230563002681,7.46000003814697,55936.3807418131,0.729672,28.6,41.339031,3.015,65.9882580923367
56,Belgium,2006,1.79120770070454,8.25,56040.3524312115,0.796433,28.8,41.863441,3.171,65.8089586266761
57,Belgium,2005,2.78143263670025,8.4399995803833,55662.2154129004,0.8038,28.9,40.605904,3.223,65.6468024358558
58,Belgium,2004,2.09728311239314,7.3600001335144,56195.6843234927,0.803922,29.0,40.730312,3.247,65.5895668925826
59,Belgium,2003,1.58896399970379,7.67999982833862,56491.9959086071,0.884048,28.9,38.910217,3.234,65.5813776427242
60,Belgium,2002,1.64521436175359,6.90999984741211,56157.2435543636,1.057559,28.8,37.643967,3.007,65.5624143079362
61,Belgium,2001,2.46925823086078,6.17999982833862,54743.9600900518,1.116533,28.6,37.506115,2.773,65.5547509466468
62,Belgium,2000,2.54451776190906,6.59000015258789,54577.6273525136,1.082705,28.3,36.020634,2.755,65.5909861502703
63,Canada,2020,0.716999632307852,9.46000003814697,56176.8355601337,1.341153,29.8,64.386749,0.6504736842105264,66.1193945801064
64,Canada,2019,1.94926902411596,5.65999984741211,54606.6993038817,1.326793,29.3,62.965115,0.6504736842105264,66.4708308744155
65,Canada,2018,2.268225672481,5.82999992370605,54325.0894683998,1.295818,23.26315789473684,61.754246,0.489,66.7564843506088
66,Canada,2017,1.5968841285297,6.34000015258789,53353.3727685498,1.297936,27.5,60.916767,0.559,67.0351150557627
67,Canada,2016,1.4287595470108,7.0,52599.446320119,1.325615,23.26315789473684,60.582603,0.647,67.3581848448858
68,Canada,2015,1.12524136094279,6.90999984741211,53558.1531815747,1.278786,26.1,59.182831,0.621,67.7447282445452
69,Canada,2014,1.90663590717873,6.90999984741211,53142.8807996714,1.104747,25.1,57.725277,0.562,68.1288050334343
70,Canada,2013,0.93829189781521,7.07000017166138,52502.7340359639,1.030137,24.4,57.603394,0.561,68.4831699177897
71,Canada,2012,1.51567823124521,7.28999996185303,51861.2601212403,0.999365,23.7,57.056797,0.587,68.8449563985619
72,Canada,2011,2.91213508872355,7.51000022888184,51075.2308168078,0.989258,23.1,56.40131,0.647,69.1780340022961
73,Canada,2010,1.77687154092629,8.0600004196167,50581.8930838186,1.030113,22.5,56.169838,0.79,69.3391500263389
74,Canada,2009,0.299466803009284,8.34000015258789,50434.2494411984,1.141535,22.1,55.780476,0.947,69.4028632222379
75,Canada,2008,2.37027067444294,6.1399998664856,49993.0185989938,1.067087,21.7,55.619267,0.639,69.4486150649208
76,Canada,2007,2.13838399266843,6.03999996185303,49148.1701669313,1.074046,21.4,55.674667,0.542,69.4648929240073
77,Canada,2006,2.00202539534156,6.32000017166138,47753.6561632973,1.134345,21.2,54.622643,0.574,69.3991165316915
78,Canada,2005,2.21355203439764,6.76000022888184,46335.0850839863,1.211405,21.0,53.694931,0.605,69.2605572310395
