year,unitid,inst_name,state_abbr,inst_control,institution_level
"2020","442161","University of Phoenix-Illinois","IL","Private for-profit","Four or more years"
"2020","148885","University of Saint Mary of the Lake","IL","Private not-for-profit","Four or more years"
"2020","148584","University of St Francis","IL","Private not-for-profit","Four or more years"
"2020","149639","VanderCook College of Music","IL","Private not-for-profit","Four or more years"
"2020","149772","Western Illinois University","IL","Public","Four or more years"
"2020","149781","Wheaton College","IL","Private not-for-profit","Four or more years"
"2020","222178","Abilene Christian University","TX","Private not-for-profit","Four or more years"
"2020","222628","Amberton University","TX","Private not-for-profit","Four or more years"
"2020","429085","American College of Acupuncture and Oriental Med","TX","Private for-profit","Four or more years"
"2020","445133","American InterContinental University-Houston","TX","Private for-profit","Four or more years"
"2020","222831","Angelo State University","TX","Public","Four or more years"
"2020","429094","AOMA Graduate School of Integrative Medicine","TX","Private for-profit","Four or more years"
"2020","494162","Arizona College-Dallas","TX","Private for-profit","Four or more years"
"2020","222877","Arlington Baptist University","TX","Private not-for-profit","Four or more years"
"2020","222983","Austin College","TX","Private not-for-profit","Four or more years"
"2020","222992","Austin Community College District","TX","Public","Four or more years"
"2020","247825","Austin Graduate School of Theology","TX","Private not-for-profit","Four or more years"
"2020","223001","Austin Presbyterian Theological Seminary","TX","Private not-for-profit","Four or more years"
"2020","420705","Bakke Graduate University","TX","Private not-for-profit","Four or more years"
"2020","223083","Baptist Health System School of Health Professions","TX","Private for-profit","Four or more years"
"2020","223117","Baptist Missionary Association Theological Seminary","TX","Private not-for-profit","Four or more years"
"2020","444398","Baptist University of the Americas","TX","Private not-for-profit","Four or more years"
"2020","223223","Baylor College of Medicine","TX","Private not-for-profit","Four or more years"
"2020","223232","Baylor University","TX","Private not-for-profit","Four or more years"
"2020","223506","Brazosport College","TX","Public","Four or more years"
"2020","450304","Brite Divinity School","TX","Private not-for-profit","Four or more years"
"2020","466930","Chamberlain University-Texas","TX","Private for-profit","Four or more years"
"2020","437732","Chicago School of Professional Psychology - College of Nursing","TX","Private not-for-profit","Four or more years"
"2020","492607","Chicago School of Professional Psychology at Dallas","TX","Private not-for-profit","Four or more years"
"2020","494630","Christ Mission College","TX","Private not-for-profit","Four or more years"
"2020","388520","College of Biblical Studies-Houston","TX","Private not-for-profit","Four or more years"
"2020","247834","Collin County Community College District","TX","Public","Four or more years"
"2020","224004","Concordia University Texas","TX","Private not-for-profit","Four or more years"
"2020","475608","Criswell College","TX","Private not-for-profit","Four or more years"
"2020","224226","Dallas Baptist University","TX","Private not-for-profit","Four or more years"
"2020","224244","Dallas Christian College","TX","Private not-for-profit","Four or more years"
"2020","224615","Dallas College","TX","Public","Four or more years"
"2020","224253","Dallas County Community College District","TX","Public","Four or more years"
"2020","224305","Dallas Theological Seminary","TX","Private not-for-profit","Four or more years"
"2020","482635","DeVry University-Texas","TX","Private for-profit","Four or more years"
"2020","224527","East Texas Baptist University","TX","Private not-for-profit","Four or more years"
"2020","224712","Episcopal Theological Seminary of the Southwest","TX","Private not-for-profit","Four or more years"
"2020","406033","Galen College of Nursing-San Antonio","TX","Private for-profit","Four or more years"
"2020","224961","Galveston College","TX","Public","Four or more years"
"2020","480912","Gemini School of Visual Arts & Communication","TX","Private for-profit","Four or more years"
"2020","481401","Grace School of Theology","TX","Private not-for-profit","Four or more years"
"2020","225070","Grayson College","TX","Public","Four or more years"
"2020","494560","Guidance College","TX","Private not-for-profit","Four or more years"
"2020","225201","Hallmark University","TX","Private not-for-profit","Four or more years"
"2020","225247","Hardin-Simmons University","TX","Private not-for-profit","Four or more years"
"2020","225399","Houston Baptist University","TX","Private not-for-profit","Four or more years"
"2020","246345","Houston Graduate School of Theology","TX","Private not-for-profit","Four or more years"
"2020","225548","Howard Payne University","TX","Private not-for-profit","Four or more years"
"2020","225575","Huston-Tillotson University","TX","Private not-for-profit","Four or more years"
"2020","225885","Jarvis Christian College","TX","Private not-for-profit","Four or more years"
"2020","226091","Lamar University","TX","Public","Four or more years"
"2020","226134","Laredo College","TX","Public","Four or more years"
"2020","226231","LeTourneau University","TX","Private not-for-profit","Four or more years"
"2020","227182","Lone Star College System","TX","Public","Four or more years"
"2020","226383","Lubbock Christian University","TX","Private not-for-profit","Four or more years"
"2020","226587","McMurry University","TX","Private not-for-profit","Four or more years"
"2020","417752","Messenger College","TX","Private not-for-profit","Four or more years"
"2020","224776","Miami International University of Art & Design-Art Institute Dallas","TX","Private for-profit","Four or more years"
"2020","226806","Midland College","TX","Public","Four or more years"
"2020","226833","Midwestern State University","TX","Public","Four or more years"
"2020","482325","National American University-Georgetown","TX","Private for-profit","Four or more years"
"2020","492573","National American University-Killeen","TX","Private for-profit","Four or more years"
"2020","478014","National American University-Mesquite","TX","Private for-profit","Four or more years"
"2020","482334","National American University-Richardson","TX","Private for-profit","Four or more years"
"2020","461795","North American University","TX","Private not-for-profit","Four or more years"
"2020","227289","Oblate School of Theology","TX","Private not-for-profit","Four or more years"
"2020","227304","Odessa College","TX","Public","Four or more years"
"2020","227331","Our Lady of the Lake University","TX","Private not-for-profit","Four or more years"
"2020","243823","Parker University","TX","Private not-for-profit","Four or more years"
"2020","227429","Paul Quinn College","TX","Private not-for-profit","Four or more years"
"2020","227526","Prairie View A & M University","TX","Public","Four or more years"
"2020","223463","Remington College-Dallas Campus","TX","Private not-for-profit","Four or more years"
"2020","445203","Remington College-North Houston Campus","TX","Private not-for-profit","Four or more years"
"2020","227757","Rice University","TX","Private not-for-profit","Four or more years"
"2020","227845","Saint Edward's University","TX","Private not-for-profit","Four or more years"
"2020","227881","Sam Houston State University","TX","Public","Four or more years"
"2020","227979","San Jacinto Community College","TX","Public","Four or more years"
"2020","228042","Schreiner University","TX","Private not-for-profit","Four or more years"
"2020","228194","South Texas College of Law Houston","TX","Private not-for-profit","Four or more years"
"2020","409315","South Texas College","TX","Public","Four or more years"
"2020","480073","South University-Austin","TX","Private for-profit","Four or more years"
"2020","228246","Southern Methodist University","TX","Private not-for-profit","Four or more years"
"2020","451556","Southwest University at El Paso","TX","Private for-profit","Four or more years"
"2020","228468","Southwestern Adventist University","TX","Private not-for-profit","Four or more years"
"2020","228325","Southwestern Assemblies of God University","TX","Private not-for-profit","Four or more years"
"2020","494603","Southwestern Baptist Theological Seminary","TX","Private not-for-profit","Four or more years"
"2020","228486","Southwestern Christian College","TX","Private not-for-profit","Four or more years"
"2020","228343","Southwestern University","TX","Private not-for-profit","Four or more years"
"2020","228149","St. Mary's University","TX","Private not-for-profit","Four or more years"
"2020","228431","Stephen F Austin State University","TX","Public","Four or more years"
"2020","458973","Strayer University-Texas","TX","Private for-profit","Four or more years"
"2020","228501","Sul Ross State University","TX","Public","Four or more years"
"2020","228529","Tarleton State University","TX","Public","Four or more years"
"2020","226152","Texas A & M International University","TX","Public","Four or more years"
"2020","228723","Texas A & M University-College Station","TX","Public","Four or more years"
"2020","224554","Texas A & M University-Commerce","TX","Public","Four or more years"
"2020","224147","Texas A & M University-Corpus Christi","TX","Public","Four or more years"
"2020","228705","Texas A & M University-Kingsville","TX","Public","Four or more years"
"2020","228732","Texas A & M University-System Office","TX","Public","Four or more years"
"2020","483036","Texas A&M University-Central Texas","TX","Public","Four or more years"
"2020","459949","Texas A&M University-San Antonio","TX","Public","Four or more years"
"2020","224545","Texas A&M University-Texarkana","TX","Public","Four or more years"
"2020","228866","Texas Chiropractic College Foundation Inc","TX","Private not-for-profit","Four or more years"
"2020","228875","Texas Christian University","TX","Private not-for-profit","Four or more years"
"2020","228884","Texas College","TX","Private not-for-profit","Four or more years"
"2020","430704","Texas Health and Science University","TX","Private for-profit","Four or more years"
"2020","228981","Texas Lutheran University","TX","Private not-for-profit","Four or more years"
"2020","229063","Texas Southern University","TX","Public","Four or more years"
"2020","228459","Texas State University","TX","Public","Four or more years"
"2020","229337","Texas Tech University Health Sciences Center","TX","Public","Four or more years"
"2020","492689","Texas Tech University Health Sciences Center-El Paso","TX","Public","Four or more years"
"2020","439154","Texas Tech University System Administration","TX","Public","Four or more years"
"2020","229115","Texas Tech University","TX","Public","Four or more years"
"2020","229160","Texas Wesleyan University","TX","Private not-for-profit","Four or more years"
"2020","229179","Texas Woman's University","TX","Public","Four or more years"
"2020","451820","The Art Institute of Austin","TX","Private for-profit","Four or more years"
"2020","222938","The Art Institute of Houston","TX","Private for-profit","Four or more years"
"2020","458982","The Art Institute of San Antonio","TX","Private for-profit","Four or more years"
"2020","392257","The College of Health Care Professions-Northwest","TX","Private for-profit","Four or more years"
"2020","439701","The King's University","TX","Private not-for-profit","Four or more years"
"2020","228769","The University of Texas at Arlington","TX","Public","Four or more years"
"2020","228778","The University of Texas at Austin","TX","Public","Four or more years"
"2020","228787","The University of Texas at Dallas","TX","Public","Four or more years"
"2020","228796","The University of Texas at El Paso","TX","Public","Four or more years"
"2020","229027","The University of Texas at San Antonio","TX","Public","Four or more years"
"2020","228802","The University of Texas at Tyler","TX","Public","Four or more years"
"2020","229300","The University of Texas Health Science Center at Houston","TX","Public","Four or more years"
"2020","228644","The University of Texas Health Science Center at San Antonio","TX","Public","Four or more years"
"2020","416801","The University of Texas MD Anderson Cancer Center","TX","Public","Four or more years"
"2020","228653","The University of Texas Medical Branch at Galveston","TX","Public","Four or more years"
"2020","229018","The University of Texas Permian Basin","TX","Public","Four or more years"
"2020","227368","The University of Texas Rio Grande Valley","TX","Public","Four or more years"
"2020","229090","The University of Texas System Office","TX","Public","Four or more years"
"2020","229267","Trinity University","TX","Private not-for-profit","Four or more years"
"2020","229355","Tyler Junior College","TX","Public","Four or more years"
"2020","224323","University of Dallas","TX","Private not-for-profit","Four or more years"
"2020","225511","University of Houston","TX","Public","Four or more years"
"2020","225414","University of Houston-Clear Lake","TX","Public","Four or more years"
"2020","225432","University of Houston-Downtown","TX","Public","Four or more years"
"2020","229407","University of Houston-System Administration","TX","Public","Four or more years"
"2020","225502","University of Houston-Victoria","TX","Public","Four or more years"
"2020","226471","University of Mary Hardin-Baylor","TX","Private not-for-profit","Four or more years"
"2020","484905","University of North Texas at Dallas","TX","Public","Four or more years"
"2020","228909","University of North Texas Health Science Center","TX","Public","Four or more years"
"2020","443711","University of North Texas System","TX","Public","Four or more years"
"2020","227216","University of North Texas","TX","Public","Four or more years"
"2020","484756","University of Phoenix-Texas","TX","Private for-profit","Four or more years"
"2020","227863","University of St Thomas","TX","Private not-for-profit","Four or more years"
"2020","485537","University of Texas Health Science Center at Tyler","TX","Public","Four or more years"
"2020","228635","University of Texas Southwestern Medical Center","TX","Public","Four or more years"
"2020","225627","University of the Incarnate Word","TX","Private not-for-profit","Four or more years"
"2020","377342","Vista College-Online","TX","Private for-profit","Four or more years"
"2020","226879","Wade College","TX","Private for-profit","Four or more years"
"2020","229780","Wayland Baptist University","TX","Private not-for-profit","Four or more years"
"2020","229799","Weatherford College","TX","Public","Four or more years"
"2020","477039","West Coast University-Dallas","TX","Private for-profit","Four or more years"
"2020","229814","West Texas A & M University","TX","Public","Four or more years"
"2020","224679","Western Technical College","TX","Private for-profit","Four or more years"
"2020","224660","Western Technical College","TX","Private for-profit","Four or more years"
"2020","229887","Wiley College","TX","Private not-for-profit","Four or more years"
"2020","232797","American National University","VA","Private for-profit","Four or more years"
"2020","458113","Antioch College AG","VA","Private not-for-profit","Four or more years"
"2020","449922","Appalachian College of Pharmacy","VA","Private not-for-profit","Four or more years"
"2020","432348","Appalachian School of Law","VA","Private not-for-profit","Four or more years"
"2020","231420","Averett University","VA","Private not-for-profit","Four or more years"
"2020","449931","Averett University-Non-Traditional Programs","VA","Private not-for-profit","Four or more years"
"2020","231554","Bluefield College","VA","Private not-for-profit","Four or more years"
"2020","233356","Bon Secours Memorial College of Nursing","VA","Private not-for-profit","Four or more years"
"2020","231581","Bridgewater College","VA","Private not-for-profit","Four or more years"
"2020","231785","Bryant & Stratton College-Virginia Beach","VA","Private for-profit","Four or more years"
"2020","232618","Centra College","VA","Private not-for-profit","Four or more years"
"2020","420024","Centura College-Chesapeake","VA","Private for-profit","Four or more years"
"2020","232016","Centura College-Virginia Beach","VA","Private for-profit","Four or more years"
"2020","460871","Chamberlain University-Virginia","VA","Private for-profit","Four or more years"
"2020","231712","Christopher Newport University","VA","Public","Four or more years"
"2020","482653","DeVry University-Virginia","VA","Private for-profit","Four or more years"
"2020","445869","Divine Mercy University","VA","Private not-for-profit","Four or more years"
"2020","232043","Eastern Mennonite University","VA","Private not-for-profit","Four or more years"
"2020","231970","Eastern Virginia Medical School","VA","Public","Four or more years"
"2020","248934","ECPI University","VA","Private for-profit","Four or more years"
"2020","442806","Edward Via College of Osteopathic Medicine","VA","Private not-for-profit","Four or more years"
"2020","232025","Emory & Henry College","VA","Private not-for-profit","Four or more years"
"2020","460376","Fairfax University of America","VA","Private not-for-profit","Four or more years"
"2020","232089","Ferrum College","VA","Private not-for-profit","Four or more years"
"2020","232186","George Mason University","VA","Public","Four or more years"
"2020","232256","Hampden-Sydney College","VA","Private not-for-profit","Four or more years"
"2020","232265","Hampton University","VA","Private not-for-profit","Four or more years"
"2020","232308","Hollins University","VA","Private not-for-profit","Four or more years"
"2020","483780","IGlobal University","VA","Private for-profit","Four or more years"
"2020","232423","James Madison University","VA","Public","Four or more years"
"2020","232557","Liberty University","VA","Private not-for-profit","Four or more years"
"2020","232566","Longwood University","VA","Public","Four or more years"
"2020","494621","Lotus School of Integrated Professions","VA","Private for-profit","Four or more years"
"2020","232672","Mary Baldwin University","VA","Private not-for-profit","Four or more years"
"2020","232706","Marymount University","VA","Private not-for-profit","Four or more years"
"2020","232937","Norfolk State University","VA","Public","Four or more years"
"2020","232982","Old Dominion University","VA","Public","Four or more years"
"2020","451927","Patrick Henry College","VA","Private not-for-profit","Four or more years"
"2020","233277","Radford University","VA","Public","Four or more years"
"2020","231837","Radford University-Carilion","VA","Public","Four or more years"
"2020","233301","Randolph College","VA","Private not-for-profit","Four or more years"
"2020","233295","Randolph-Macon College","VA","Private not-for-profit","Four or more years"
"2020","231651","Regent University","VA","Private not-for-profit","Four or more years"
"2020","233408","Riverside College of Health Careers","VA","Private not-for-profit","Four or more years"
"2020","233426","Roanoke College","VA","Private not-for-profit","Four or more years"
"2020","232885","Sentara College of Health Sciences","VA","Private not-for-profit","Four or more years"
"2020","233541","Shenandoah University","VA","Private not-for-profit","Four or more years"
"2020","459259","South University-Richmond","VA","Private for-profit","Four or more years"
"2020","459268","South University-Virginia Beach","VA","Private for-profit","Four or more years"
"2020","233611","Southern Virginia University","VA","Private not-for-profit","Four or more years"
"2020","438498","Stratford University","VA","Private for-profit","Four or more years"
"2020","233684","Strayer University-Virginia","VA","Private for-profit","Four or more years"
"2020","233718","Sweet Briar College","VA","Private not-for-profit","Four or more years"
"2020","458496","The Art Institute of Virginia Beach","VA","Private for-profit","Four or more years"
"2020","233897","The University of Virginia's College at Wise","VA","Public","Four or more years"
"2020","233842","Union Presbyterian Seminary","VA","Private not-for-profit","Four or more years"
"2020","232609","University of Lynchburg","VA","Private not-for-profit","Four or more years"
"2020","437097","University of Management and Technology","VA","Private for-profit","Four or more years"
"2020","232681","University of Mary Washington","VA","Public","Four or more years"
"2020","484765","University of Phoenix-Virginia","VA","Private for-profit","Four or more years"
"2020","233374","University of Richmond","VA","Private not-for-profit","Four or more years"
"2020","442639","University of the Potomac-VA Campus","VA","Private for-profit","Four or more years"
"2020","234076","University of Virginia-Main Campus","VA","Public","Four or more years"
"2020","449834","Virginia Beach Theological Seminary","VA","Private not-for-profit","Four or more years"
"2020","234030","Virginia Commonwealth University","VA","Public","Four or more years"
"2020","234085","Virginia Military Institute","VA","Public","Four or more years"
"2020","233921","Virginia Polytechnic Institute and State University","VA","Public","Four or more years"
"2020","234155","Virginia State University","VA","Public","Four or more years"
"2020","234164","Virginia Union University","VA","Private not-for-profit","Four or more years"
"2020","490106","Virginia University of Integrative Medicine","VA","Private not-for-profit","Four or more years"
"2020","234137","Virginia University of Lynchburg","VA","Private not-for-profit","Four or more years"
"2020","234173","Virginia Wesleyan University","VA","Private not-for-profit","Four or more years"
"2020","234207","Washington and Lee University","VA","Private not-for-profit","Four or more years"
"2020","231624","William & Mary","VA","Public","Four or more years"
"2020","245883","Antioch University-Seattle","WA","Private not-for-profit","Four or more years"
"2020","235547","Bastyr University","WA","Private not-for-profit","Four or more years"
"2020","234669","Bellevue College","WA","Public","Four or more years"
"2020","234696","Bellingham Technical College","WA","Public","Four or more years"
"2020","439190","Cascadia College","WA","Public","Four or more years"
"2020","234827","Central Washington University","WA","Public","Four or more years"
"2020","234845","Centralia College","WA","Public","Four or more years"
"2020","102845","Charter College","WA","Private for-profit","Four or more years"
"2020","234915","City University of Seattle","WA","Private not-for-profit","Four or more years"
"2020","234933","Clark College","WA","Public","Four or more years"
"2020","234951","Clover Park Technical College","WA","Public","Four or more years"
"2020","234979","Columbia Basin College","WA","Public","Four or more years"
"2020","235024","Cornish College of the Arts","WA","Private not-for-profit","Four or more years"
"2020","443410","DigiPen Institute of Technology","WA","Private for-profit","Four or more years"
"2020","235097","Eastern Washington University","WA","Public","Four or more years"
"2020","235103","Edmonds College","WA","Public","Four or more years"
"2020","443049","Faith International University","WA","Private not-for-profit","Four or more years"
"2020","235316","Gonzaga University","WA","Private not-for-profit","Four or more years"
"2020","235334","Grays Harbor College","WA","Public","Four or more years"
"2020","235343","Green River College","WA","Public","Four or more years"
"2020","235422","Heritage University","WA","Private not-for-profit","Four or more years"
"2020","235431","Highline College","WA","Public","Four or more years"
"2020","235699","Lake Washington Institute of Technology","WA","Public","Four or more years"
"2020","235750","Lower Columbia College","WA","Public","Four or more years"
"2020","236072","North Seattle College","WA","Public","Four or more years"
"2020","377546","Northwest College of Art & Design","WA","Private for-profit","Four or more years"
"2020","380377","Northwest Indian College","WA","Public","Four or more years"
"2020","236133","Northwest University","WA","Private not-for-profit","Four or more years"
"2020","487603","Northwest University-College of Adult and Professional Studies","WA","Private not-for-profit","Four or more years"
"2020","236188","Olympic College","WA","Public","Four or more years"
"2020","236230","Pacific Lutheran University","WA","Private not-for-profit","Four or more years"
"2020","455406","Pacific Northwest University of Health Sciences","WA","Private not-for-profit","Four or more years"
"2020","236258","Peninsula College","WA","Public","Four or more years"
"2020","235237","Pierce College District","WA","Public","Four or more years"
"2020","236382","Renton Technical College","WA","Public","Four or more years"
"2020","236452","Saint Martin's University","WA","Private not-for-profit","Four or more years"
"2020","236513","Seattle Central College","WA","Public","Four or more years"
"2020","488448","Seattle Film Institute","WA","Private for-profit","Four or more years"
"2020","439914","Seattle Institute of East Asian Medicine","WA","Private for-profit","Four or more years"
"2020","236577","Seattle Pacific University","WA","Private not-for-profit","Four or more years"
"2020","236595","Seattle University","WA","Private not-for-profit","Four or more years"
"2020","236638","Skagit Valley College","WA","Public","Four or more years"
"2020","236504","South Seattle College","WA","Public","Four or more years"
"2020","236692","Spokane Community College","WA","Public","Four or more years"
"2020","236708","Spokane Falls Community College","WA","Public","Four or more years"
"2020","236753","Tacoma Community College","WA","Public","Four or more years"
"2020","235167","The Evergreen State College","WA","Public","Four or more years"
"2020","441131","The Seattle School of Theology & Psychology","WA","Private not-for-profit","Four or more years"
"2020","432223","University of Phoenix-Washington","WA","Private for-profit","Four or more years"
"2020","236328","University of Puget Sound","WA","Private not-for-profit","Four or more years"
"2020","377555","University of Washington-Bothell Campus","WA","Public","Four or more years"
"2020","236948","University of Washington-Seattle Campus","WA","Public","Four or more years"
"2020","377564","University of Washington-Tacoma Campus","WA","Public","Four or more years"
"2020","236887","Walla Walla Community College","WA","Public","Four or more years"
"2020","236896","Walla Walla University","WA","Private not-for-profit","Four or more years"
"2020","236939","Washington State University","WA","Public","Four or more years"
"2020","236975","Wenatchee Valley College","WA","Public","Four or more years"
"2020","237011","Western Washington University","WA","Public","Four or more years"
"2020","237039","Whatcom Community College","WA","Public","Four or more years"
"2020","237057","Whitman College","WA","Private not-for-profit","Four or more years"
"2020","237066","Whitworth University","WA","Private not-for-profit","Four or more years"
"2020","475200","Whitworth University-Adult Degree Programs","WA","Private not-for-profit","Four or more years"
"2020","237109","Yakima Valley College","WA","Public","Four or more years"
"2019","488031","Abraham Lincoln University","CA","Private for-profit","Four or more years"
"2019","457271","Academy for Jewish Religion-California","CA","Private not-for-profit","Four or more years"
"2019","108232","Academy of Art University","CA","Private for-profit","Four or more years"
"2019","108269","Academy of Chinese Culture and Health Sciences","CA","Private not-for-profit","Four or more years"
"2019","384306","Acupuncture and Integrative Medicine College-Berkeley","CA","Private not-for-profit","Four or more years"
"2019","487995","Alhambra Medical University","CA","Private for-profit","Four or more years"
"2019","110468","Alliant International University-San Diego","CA","Private for-profit","Four or more years"
"2019","490081","America Evangelical University","CA","Private not-for-profit","Four or more years"
"2019","108861","American Baptist Seminary of the West","CA","Private not-for-profit","Four or more years"
"2019","109086","American Conservatory Theater","CA","Private not-for-profit","Four or more years"
"2019","108870","American Film Institute Conservatory","CA","Private not-for-profit","Four or more years"
"2019","116846","American Jewish University","CA","Private not-for-profit","Four or more years"
"2019","433004","American University of Health Sciences","CA","Private for-profit","Four or more years"
"2019","457299","Angeles College","CA","Private for-profit","Four or more years"
"2019","109350","Antelope Valley College","CA","Public","Four or more years"
"2019","245838","Antioch University-Los Angeles","CA","Private not-for-profit","Four or more years"
"2019","245847","Antioch University-Santa Barbara","CA","Private not-for-profit","Four or more years"
"2019","109651","Art Center College of Design","CA","Private not-for-profit","Four or more years"
"2019","154022","Ashford University","CA","Private for-profit","Four or more years"
"2019","444325","ATI College-Norwalk","CA","Private for-profit","Four or more years"
"2019","109785","Azusa Pacific University","CA","Private not-for-profit","Four or more years"
"2019","109819","Bakersfield College","CA","Public","Four or more years"
"2019","461643","Bergin University of Canine Studies","CA","Private not-for-profit","Four or more years"
"2019","262022","Bethel Seminary-San Diego","CA","Private not-for-profit","Four or more years"
"2019","110060","Bethesda University","CA","Private not-for-profit","Four or more years"
"2019","475635","Beverly Hills Design Institute","CA","Private for-profit","Four or more years"
"2019","110097","Biola University","CA","Private not-for-profit","Four or more years"
"2019","262086","Brandman University","CA","Private not-for-profit","Four or more years"
"2019","433420","California Aeronautical University","CA","Private for-profit","Four or more years"
"2019","110361","California Baptist University","CA","Private not-for-profit","Four or more years"
"2019","110918","California Christian College","CA","Private not-for-profit","Four or more years"
"2019","110370","California College of the Arts","CA","Private not-for-profit","Four or more years"
"2019","485263","California College San Diego","CA","Private not-for-profit","Four or more years"
"2019","478634","California College San Diego","CA","Private not-for-profit","Four or more years"
"2019","111045","California Graduate School of Theology","CA","Private not-for-profit","Four or more years"
"2019","488572","California Health Sciences University","CA","Private for-profit","Four or more years"
"2019","487649","California Institute of Advanced Management","CA","Private not-for-profit","Four or more years"
"2019","110316","California Institute of Integral Studies","CA","Private not-for-profit","Four or more years"
"2019","110404","California Institute of Technology","CA","Private not-for-profit","Four or more years"
"2019","111081","California Institute of the Arts","CA","Private not-for-profit","Four or more years"
"2019","485546","California Intercontinental University","CA","Private for-profit","Four or more years"
"2019","483586","California International Business University","CA","Private not-for-profit","Four or more years"
"2019","486488","California Jazz Conservatory","CA","Private not-for-profit","Four or more years"
"2019","110413","California Lutheran University","CA","Private not-for-profit","Four or more years"
"2019","480781","California Miramar University","CA","Private for-profit","Four or more years"
"2019","110422","California Polytechnic State University-San Luis Obispo","CA","Public","Four or more years"
"2019","110529","California State Polytechnic University-Pomona","CA","Public","Four or more years"
"2019","111188","California State University Maritime Academy","CA","Public","Four or more years"
"2019","110486","California State University-Bakersfield","CA","Public","Four or more years"
"2019","110501","California State University-Chancellors Office","CA","Public","Four or more years"
"2019","441937","California State University-Channel Islands","CA","Public","Four or more years"
"2019","110538","California State University-Chico","CA","Public","Four or more years"
"2019","110547","California State University-Dominguez Hills","CA","Public","Four or more years"
"2019","110574","California State University-East Bay","CA","Public","Four or more years"
"2019","110556","California State University-Fresno","CA","Public","Four or more years"
"2019","110565","California State University-Fullerton","CA","Public","Four or more years"
"2019","110583","California State University-Long Beach","CA","Public","Four or more years"
"2019","110592","California State University-Los Angeles","CA","Public","Four or more years"
"2019","409698","California State University-Monterey Bay","CA","Public","Four or more years"
"2019","110608","California State University-Northridge","CA","Public","Four or more years"
"2019","110617","California State University-Sacramento","CA","Public","Four or more years"
"2019","110510","California State University-San Bernardino","CA","Public","Four or more years"
"2019","366711","California State University-San Marcos","CA","Public","Four or more years"
"2019","110495","California State University-Stanislaus","CA","Public","Four or more years"
"2019","460075","California University of Management and Sciences","CA","Private not-for-profit","Four or more years"
"2019","111391","California Western School of Law","CA","Private not-for-profit","Four or more years"
"2019","433013","Career Networks Institute","CA","Private for-profit","Four or more years"
"2019","489353","Chamberlain University-California","CA","Private for-profit","Four or more years"
"2019","111948","Chapman University","CA","Private not-for-profit","Four or more years"
"2019","111966","Charles R Drew University of Medicine and Science","CA","Private not-for-profit","Four or more years"
"2019","112127","Church Divinity School of the Pacific","CA","Private not-for-profit","Four or more years"
"2019","112251","Claremont Graduate University","CA","Private not-for-profit","Four or more years"
"2019","488387","Claremont Lincoln University","CA","Private not-for-profit","Four or more years"
"2019","112260","Claremont McKenna College","CA","Private not-for-profit","Four or more years"
"2019","124283","Claremont School of Theology","CA","Private not-for-profit","Four or more years"
"2019","112394","Cogswell College","CA","Private for-profit","Four or more years"
"2019","112570","Columbia College Hollywood","CA","Private not-for-profit","Four or more years"
"2019","112075","Concordia University-Irvine","CA","Private not-for-profit","Four or more years"
"2019","113236","Cypress College","CA","Public","Four or more years"
"2019","113537","Dell'Arte International School of Physical Theatre","CA","Private not-for-profit","Four or more years"
"2019","113582","Design Institute of San Diego","CA","Private for-profit","Four or more years"
"2019","482431","DeVry University-California","CA","Private for-profit","Four or more years"
"2019","113704","Dominican School of Philosophy & Theology","CA","Private not-for-profit","Four or more years"
"2019","113698","Dominican University of California","CA","Private not-for-profit","Four or more years"
"2019","122117","Dongguk University-Los Angeles","CA","Private not-for-profit","Four or more years"
"2019","114114","Emperor's College of Traditional Oriental Medicine","CA","Private for-profit","Four or more years"
"2019","114123","Empire College","CA","Private for-profit","Four or more years"
"2019","124487","Epic Bible College","CA","Private not-for-profit","Four or more years"
"2019","114433","Feather River Community College District","CA","Public","Four or more years"
"2019","114354","FIDM-Fashion Institute of Design & Merchandising-Los Angeles","CA","Private for-profit","Four or more years"
"2019","114390","FIDM-Fashion Institute of Design & Merchandising-San Francisco","CA","Private for-profit","Four or more years"
"2019","114549","Fielding Graduate University","CA","Private not-for-profit","Four or more years"
"2019","114585","Five Branches University","CA","Private for-profit","Four or more years"
"2019","114716","Foothill College","CA","Public","Four or more years"
"2019","114831","Foothill-De Anza Community College District","CA","Public","Four or more years"
"2019","114734","Franciscan School of Theology","CA","Private not-for-profit","Four or more years"
"2019","372073","Fremont College","CA","Private for-profit","Four or more years"
"2019","114813","Fresno Pacific University","CA","Private not-for-profit","Four or more years"
"2019","114840","Fuller Theological Seminary","CA","Private not-for-profit","Four or more years"
"2019","115010","Glendale Career College","CA","Private for-profit","Four or more years"
"2019","449384","Gnomon","CA","Private for-profit","Four or more years"
"2019","115083","Golden Gate University-San Francisco","CA","Private not-for-profit","Four or more years"
"2019","481058","Grace Mission University","CA","Private not-for-profit","Four or more years"
"2019","115214","Graduate Theological Union","CA","Private not-for-profit","Four or more years"
"2019","459213","Gurnick Academy of Medical Arts","CA","Private for-profit","Four or more years"
"2019","115409","Harvey Mudd College","CA","Private not-for-profit","Four or more years"
"2019","485403","High Tech High Graduate School of Education","CA","Private not-for-profit","Four or more years"
"2019","115728","Holy Names University","CA","Private not-for-profit","Four or more years"
"2019","457086","Homestead Schools","CA","Private not-for-profit","Four or more years"
"2019","120537","Hope International University","CA","Private not-for-profit","Four or more years"
"2019","115755","Humboldt State University","CA","Public","Four or more years"
