year,unitid,inst_name,state_abbr,inst_control,institution_level
"2019","115773","Humphreys University-Stockton and Modesto Campuses","CA","Private not-for-profit","Four or more years"
"2019","486965","Hussian College-Los Angeles","CA","Private for-profit","Four or more years"
"2019","489335","Institute of Buddhist Studies","CA","Private not-for-profit","Four or more years"
"2019","116226","Interior Designers Institute","CA","Private for-profit","Four or more years"
"2019","443128","International Technological University","CA","Private not-for-profit","Four or more years"
"2019","441238","Irell & Manella Graduate School of Biological Sciences at City of Hope","CA","Private not-for-profit","Four or more years"
"2019","116712","John F. Kennedy University","CA","Private not-for-profit","Four or more years"
"2019","462354","John Paul the Great Catholic University","CA","Private not-for-profit","Four or more years"
"2019","440031","Keck Graduate Institute","CA","Private not-for-profit","Four or more years"
"2019","117627","La Sierra University","CA","Private not-for-profit","Four or more years"
"2019","117168","Laguna College of Art and Design","CA","Private not-for-profit","Four or more years"
"2019","454786","Laurus College","CA","Private for-profit","Four or more years"
"2019","117520","Life Chiropractic College West","CA","Private not-for-profit","Four or more years"
"2019","117104","Life Pacific University","CA","Private not-for-profit","Four or more years"
"2019","117548","Lincoln Law School of Sacramento","CA","Private for-profit","Four or more years"
"2019","117557","Lincoln University","CA","Private not-for-profit","Four or more years"
"2019","117636","Loma Linda University","CA","Private not-for-profit","Four or more years"
"2019","490124","Los Angeles Academy of Figurative Art","CA","Private for-profit","Four or more years"
"2019","446385","Los Angeles College of Music","CA","Private for-profit","Four or more years"
"2019","117681","Los Angeles Community College District Office","CA","Public","Four or more years"
"2019","436429","Los Angeles Film School","CA","Private for-profit","Four or more years"
"2019","474863","Los Angeles Pacific University","CA","Private not-for-profit","Four or more years"
"2019","117946","Loyola Marymount University","CA","Private not-for-profit","Four or more years"
"2019","123943","Marshall B Ketchum University","CA","Private not-for-profit","Four or more years"
"2019","118541","Marymount California University","CA","Private not-for-profit","Four or more years"
"2019","476595","Medical Allied Career Center","CA","Private for-profit","Four or more years"
"2019","118693","Menlo College","CA","Private not-for-profit","Four or more years"
"2019","491808","Meridian University","CA","Private for-profit","Four or more years"
"2019","119058","Middlebury Institute of International Studies at Monterey","CA","Private not-for-profit","Four or more years"
"2019","118888","Mills College","CA","Private not-for-profit","Four or more years"
"2019","118912","MiraCosta College","CA","Public","Four or more years"
"2019","118976","Modesto Junior College","CA","Public","Four or more years"
"2019","119173","Mount Saint Mary's University","CA","Private not-for-profit","Four or more years"
"2019","398130","Mt Sierra College","CA","Private for-profit","Four or more years"
"2019","119270","Musicians Institute","CA","Private for-profit","Four or more years"
"2019","119605","National University","CA","Private not-for-profit","Four or more years"
"2019","119678","Naval Postgraduate School","CA","Public","Four or more years"
"2019","461148","New York Film Academy","CA","Private for-profit","Four or more years"
"2019","119775","Newschool of Architecture and Design","CA","Private for-profit","Four or more years"
"2019","120023","North Orange County Community College District","CA","Public","Four or more years"
"2019","444130","Northcentral University","CA","Private not-for-profit","Four or more years"
"2019","120166","Northwestern Polytechnic University","CA","Private not-for-profit","Four or more years"
"2019","120184","Notre Dame de Namur University","CA","Private not-for-profit","Four or more years"
"2019","120254","Occidental College","CA","Private not-for-profit","Four or more years"
"2019","491491","Oikos University","CA","Private not-for-profit","Four or more years"
"2019","120403","Otis College of Art and Design","CA","Private not-for-profit","Four or more years"
"2019","378576","Pacific College of Oriental Medicine-San Diego","CA","Private for-profit","Four or more years"
"2019","422695","Pacific College","CA","Private for-profit","Four or more years"
"2019","120768","Pacific Oaks College","CA","Private not-for-profit","Four or more years"
"2019","120795","Pacific School of Religion","CA","Private not-for-profit","Four or more years"
"2019","120838","Pacific States University","CA","Private not-for-profit","Four or more years"
"2019","120865","Pacific Union College","CA","Private not-for-profit","Four or more years"
"2019","115746","Pacifica Graduate Institute","CA","Private for-profit","Four or more years"
"2019","120698","Palo Alto University","CA","Private not-for-profit","Four or more years"
"2019","121628","Pardee RAND Graduate School","CA","Private not-for-profit","Four or more years"
"2019","439871","PCI College","CA","Private for-profit","Four or more years"
"2019","121150","Pepperdine University","CA","Private not-for-profit","Four or more years"
"2019","121257","Pitzer College","CA","Private not-for-profit","Four or more years"
"2019","490878","Platt College-Anaheim","CA","Private for-profit","Four or more years"
"2019","260789","Platt College-Los Angeles","CA","Private for-profit","Four or more years"
"2019","432384","Platt College-Ontario","CA","Private for-profit","Four or more years"
"2019","480204","Platt College-Riverside","CA","Private for-profit","Four or more years"
"2019","121275","Platt College-San Diego","CA","Private for-profit","Four or more years"
"2019","121309","Point Loma Nazarene University","CA","Private not-for-profit","Four or more years"
"2019","121345","Pomona College","CA","Private not-for-profit","Four or more years"
"2019","490045","Presbyterian Theological Seminary in America","CA","Private not-for-profit","Four or more years"
"2019","486433","Presidio Graduate School","CA","Private not-for-profit","Four or more years"
"2019","455770","Providence Christian College","CA","Private not-for-profit","Four or more years"
"2019","438665","Rancho Santiago Community College District Office","CA","Public","Four or more years"
"2019","492209","Reiss-Davis Graduate Center","CA","Private not-for-profit","Four or more years"
"2019","121886","Rio Hondo College","CA","Public","Four or more years"
"2019","447458","SAE Expression College","CA","Private for-profit","Four or more years"
"2019","123554","Saint Mary's College of California","CA","Private not-for-profit","Four or more years"
"2019","122296","Samuel Merritt University","CA","Private not-for-profit","Four or more years"
"2019","112084","San Diego Christian College","CA","Private not-for-profit","Four or more years"
"2019","122320","San Diego Community College District-District Office","CA","Public","Four or more years"
"2019","493512","San Diego Global Knowledge University","CA","Private for-profit","Four or more years"
"2019","122375","San Diego Mesa College","CA","Public","Four or more years"
"2019","122409","San Diego State University","CA","Public","Four or more years"
"2019","122454","San Francisco Art Institute","CA","Private not-for-profit","Four or more years"
"2019","122506","San Francisco Conservatory of Music","CA","Private not-for-profit","Four or more years"
"2019","122597","San Francisco State University","CA","Public","Four or more years"
"2019","122603","San Francisco Theological Seminary","CA","Private not-for-profit","Four or more years"
"2019","122649","San Joaquin College of Law","CA","Private not-for-profit","Four or more years"
"2019","448381","San Joaquin Valley College-Central Administrative Office","CA","Private for-profit","Four or more years"
"2019","122685","San Joaquin Valley College-Visalia","CA","Private for-profit","Four or more years"
"2019","122755","San Jose State University","CA","Public","Four or more years"
"2019","122782","San Mateo County Community College District Office","CA","Public","Four or more years"
"2019","121619","Santa Ana College","CA","Public","Four or more years"
"2019","122834","Santa Barbara Business College-Bakersfield","CA","Private for-profit","Four or more years"
"2019","122852","Santa Barbara Business College-Santa Maria","CA","Private for-profit","Four or more years"
"2019","122931","Santa Clara University","CA","Private not-for-profit","Four or more years"
"2019","122977","Santa Monica College","CA","Public","Four or more years"
"2019","123095","Saybrook University","CA","Private not-for-profit","Four or more years"
"2019","123165","Scripps College","CA","Private not-for-profit","Four or more years"
"2019","123280","Shasta Bible College and Graduate School","CA","Private not-for-profit","Four or more years"
"2019","123299","Shasta College","CA","Public","Four or more years"
"2019","123457","Simpson University","CA","Private not-for-profit","Four or more years"
"2019","123509","Skyline College","CA","Public","Four or more years"
"2019","110778","Sofia University","CA","Private for-profit","Four or more years"
"2019","399911","Soka University of America","CA","Private not-for-profit","Four or more years"
"2019","123563","Solano Community College","CA","Public","Four or more years"
"2019","123572","Sonoma State University","CA","Public","Four or more years"
"2019","123633","South Baylo University","CA","Private not-for-profit","Four or more years"
"2019","123952","Southern California Institute of Architecture","CA","Private not-for-profit","Four or more years"
"2019","399869","Southern California Institute of Technology","CA","Private for-profit","Four or more years"
"2019","117575","Southern California Seminary","CA","Private not-for-profit","Four or more years"
"2019","117672","Southern California University of Health Sciences","CA","Private not-for-profit","Four or more years"
"2019","490063","Southern States University","CA","Private for-profit","Four or more years"
"2019","123970","Southwestern Law School","CA","Private not-for-profit","Four or more years"
"2019","123855","St John's Seminary","CA","Private not-for-profit","Four or more years"
"2019","446561","Stanbridge University","CA","Private for-profit","Four or more years"
"2019","243744","Stanford University","CA","Private not-for-profit","Four or more years"
"2019","123916","Starr King School for the Ministry","CA","Private not-for-profit","Four or more years"
"2019","112093","Stockton Christian Life College","CA","Private not-for-profit","Four or more years"
"2019","447953","SUM Bible College and Theological Seminary","CA","Private not-for-profit","Four or more years"
"2019","488800","Teachers College of San Joaquin","CA","Public","Four or more years"
"2019","455433","The Chicago School of Professional Psychology at Irvine","CA","Private not-for-profit","Four or more years"
"2019","455664","The Chicago School of Professional Psychology at Los Angeles","CA","Private not-for-profit","Four or more years"
"2019","491190","The Chicago School of Professional Psychology at San Diego","CA","Private not-for-profit","Four or more years"
"2019","117751","The Master's University and Seminary","CA","Private not-for-profit","Four or more years"
"2019","475228","The Santa Barbara and Ventura Colleges of Law at Santa Barbara","CA","Private not-for-profit","Four or more years"
"2019","125037","The Santa Barbara and Ventura Colleges of Law at Ventura","CA","Private not-for-profit","Four or more years"
"2019","475237","The University of America","CA","Private not-for-profit","Four or more years"
"2019","126012","The Wright Institute","CA","Private not-for-profit","Four or more years"
"2019","124292","Thomas Aquinas College","CA","Private not-for-profit","Four or more years"
"2019","126049","Thomas Jefferson School of Law","CA","Private not-for-profit","Four or more years"
"2019","459736","Touro University California","CA","Private not-for-profit","Four or more years"
"2019","459727","Touro University Worldwide","CA","Private not-for-profit","Four or more years"
"2019","450979","Trident University International","CA","Private for-profit","Four or more years"
"2019","123448","Trinity Law School","CA","Private not-for-profit","Four or more years"
"2019","447050","United States University","CA","Private for-profit","Four or more years"
"2019","459204","Unitek College","CA","Private for-profit","Four or more years"
"2019","442930","University of Antelope Valley","CA","Private for-profit","Four or more years"
"2019","110635","University of California-Berkeley","CA","Public","Four or more years"
"2019","110644","University of California-Davis","CA","Public","Four or more years"
"2019","110398","University of California-Hastings College of Law","CA","Public","Four or more years"
"2019","110653","University of California-Irvine","CA","Public","Four or more years"
"2019","110662","University of California-Los Angeles","CA","Public","Four or more years"
"2019","445188","University of California-Merced","CA","Public","Four or more years"
"2019","110671","University of California-Riverside","CA","Public","Four or more years"
"2019","110680","University of California-San Diego","CA","Public","Four or more years"
"2019","110699","University of California-San Francisco","CA","Public","Four or more years"
"2019","110705","University of California-Santa Barbara","CA","Public","Four or more years"
"2019","110714","University of California-Santa Cruz","CA","Public","Four or more years"
"2019","124557","University of California-System Administration Central Office","CA","Public","Four or more years"
"2019","447801","University of East-West Medicine","CA","Private for-profit","Four or more years"
"2019","117140","University of La Verne","CA","Private not-for-profit","Four or more years"
"2019","484631","University of Phoenix-California","CA","Private for-profit","Four or more years"
"2019","121691","University of Redlands","CA","Private not-for-profit","Four or more years"
"2019","488785","University of Saint Katherine","CA","Private not-for-profit","Four or more years"
"2019","122436","University of San Diego","CA","Private not-for-profit","Four or more years"
"2019","122612","University of San Francisco","CA","Private not-for-profit","Four or more years"
"2019","123961","University of Southern California","CA","Private not-for-profit","Four or more years"
"2019","367954","University of St. Augustine for Health Sciences","CA","Private for-profit","Four or more years"
"2019","120883","University of the Pacific","CA","Private not-for-profit","Four or more years"
"2019","488846","University of the People","CA","Private not-for-profit","Four or more years"
"2019","449870","University of the West","CA","Private not-for-profit","Four or more years"
"2019","484862","University of West Los Angeles","CA","Private for-profit","Four or more years"
"2019","123651","Vanguard University of Southern California","CA","Private not-for-profit","Four or more years"
"2019","441229","West Coast Ultrasound Institute","CA","Private for-profit","Four or more years"
"2019","489858","West Coast University-Center for Graduate Studies","CA","Private for-profit","Four or more years"
"2019","443331","West Coast University-Los Angeles","CA","Private for-profit","Four or more years"
"2019","458229","West Coast University-Ontario","CA","Private for-profit","Four or more years"
"2019","458210","West Coast University-Orange County","CA","Private for-profit","Four or more years"
"2019","125471","West Los Angeles College","CA","Public","Four or more years"
"2019","490133","Westcliff University","CA","Private for-profit","Four or more years"
"2019","112525","Western University of Health Sciences","CA","Private not-for-profit","Four or more years"
"2019","125718","Westminster Theological Seminary in California","CA","Private not-for-profit","Four or more years"
"2019","125727","Westmont College","CA","Private not-for-profit","Four or more years"
"2019","125763","Whittier College","CA","Private not-for-profit","Four or more years"
"2019","122728","William Jessup University","CA","Private not-for-profit","Four or more years"
"2019","125897","Woodbury University","CA","Private not-for-profit","Four or more years"
"2019","401223","World Mission University","CA","Private not-for-profit","Four or more years"
"2019","126076","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","CA","Private not-for-profit","Four or more years"
"2019","401250","Yo San University of Traditional Chinese Medicine","CA","Private not-for-profit","Four or more years"
"2019","126100","Yosemite Community College District Office","CA","Public","Four or more years"
"2019","458575","Zaytuna College","CA","Private not-for-profit","Four or more years"
"2019","142832","Adler University","IL","Private not-for-profit","Four or more years"
"2019","457527","Ambria College of Nursing","IL","Private for-profit","Four or more years"
"2019","142887","American Academy of Art","IL","Private not-for-profit","Four or more years"
"2019","142957","American Islamic College","IL","Private not-for-profit","Four or more years"
"2019","143084","Augustana College","IL","Private not-for-profit","Four or more years"
"2019","143118","Aurora University","IL","Private not-for-profit","Four or more years"
"2019","145619","Benedictine University","IL","Private not-for-profit","Four or more years"
"2019","443702","Bexley Hall Seabury Western Theological Seminary Federation, Inc.","IL","Private not-for-profit","Four or more years"
"2019","143288","Blackburn College","IL","Private not-for-profit","Four or more years"
"2019","143297","Blessing Rieman College of Nursing and Health Sciences","IL","Private not-for-profit","Four or more years"
"2019","143358","Bradley University","IL","Private not-for-profit","Four or more years"
"2019","143659","Catholic Theological Union at Chicago","IL","Private not-for-profit","Four or more years"
"2019","454218","Chamberlain University-Administrative Office","IL","Private for-profit","Four or more years"
"2019","454227","Chamberlain University-Illinois","IL","Private for-profit","Four or more years"
"2019","144005","Chicago State University","IL","Public","Four or more years"
"2019","144014","Chicago Theological Seminary","IL","Private not-for-profit","Four or more years"
"2019","260947","Christian Life College","IL","Private not-for-profit","Four or more years"
"2019","144281","Columbia College Chicago","IL","Private not-for-profit","Four or more years"
"2019","144351","Concordia University-Chicago","IL","Private not-for-profit","Four or more years"
"2019","144740","DePaul University","IL","Private not-for-profit","Four or more years"
"2019","144777","DeVry University-Administrative Office","IL","Private for-profit","Four or more years"
"2019","482477","DeVry University-Illinois","IL","Private for-profit","Four or more years"
"2019","148496","Dominican University","IL","Private not-for-profit","Four or more years"
"2019","144883","East-West University","IL","Private not-for-profit","Four or more years"
"2019","144892","Eastern Illinois University","IL","Public","Four or more years"
"2019","144962","Elmhurst College","IL","Private not-for-profit","Four or more years"
"2019","409254","Erikson Institute","IL","Private not-for-profit","Four or more years"
"2019","144971","Eureka College","IL","Private not-for-profit","Four or more years"
"2019","145275","Garrett-Evangelical Theological Seminary","IL","Private not-for-profit","Four or more years"
"2019","145336","Governors State University","IL","Public","Four or more years"
"2019","145372","Greenville University","IL","Private not-for-profit","Four or more years"
"2019","145497","Hebrew Theological College","IL","Private not-for-profit","Four or more years"
"2019","145628","Illinois College of Optometry","IL","Private not-for-profit","Four or more years"
"2019","145691","Illinois College","IL","Private not-for-profit","Four or more years"
"2019","145725","Illinois Institute of Technology","IL","Private not-for-profit","Four or more years"
"2019","145813","Illinois State University","IL","Public","Four or more years"
"2019","145646","Illinois Wesleyan University","IL","Private not-for-profit","Four or more years"
"2019","145886","Institute for Clinical Social Work","IL","Private not-for-profit","Four or more years"
"2019","146339","Judson University","IL","Private not-for-profit","Four or more years"
"2019","146427","Knox College","IL","Private not-for-profit","Four or more years"
"2019","146481","Lake Forest College","IL","Private not-for-profit","Four or more years"
"2019","146490","Lake Forest Graduate School of Management","IL","Private not-for-profit","Four or more years"
"2019","146533","Lakeview College of Nursing","IL","Private not-for-profit","Four or more years"
"2019","146612","Lewis University","IL","Private not-for-profit","Four or more years"
"2019","146667","Lincoln Christian University","IL","Private not-for-profit","Four or more years"
"2019","146676","Lincoln College","IL","Private not-for-profit","Four or more years"
"2019","146719","Loyola University Chicago","IL","Private not-for-profit","Four or more years"
"2019","146728","Lutheran School of Theology at Chicago","IL","Private not-for-profit","Four or more years"
"2019","146825","MacMurray College","IL","Private not-for-profit","Four or more years"
"2019","146977","McCormick Theological Seminary","IL","Private not-for-profit","Four or more years"
"2019","147013","McKendree University","IL","Private not-for-profit","Four or more years"
"2019","147031","Meadville Lombard Theological School","IL","Private not-for-profit","Four or more years"
"2019","147129","Methodist College","IL","Private not-for-profit","Four or more years"
"2019","147165","Midstate College","IL","Private for-profit","Four or more years"
"2019","439020","Midwest College of Oriental Medicine-Evanston","IL","Private for-profit","Four or more years"
"2019","143853","Midwestern University-Downers Grove","IL","Private not-for-profit","Four or more years"
"2019","147244","Millikin University","IL","Private not-for-profit","Four or more years"
"2019","147341","Monmouth College","IL","Private not-for-profit","Four or more years"
"2019","147369","Moody Bible Institute","IL","Private not-for-profit","Four or more years"
"2019","147536","National Louis University","IL","Private not-for-profit","Four or more years"
"2019","147590","National University of Health Sciences","IL","Private not-for-profit","Four or more years"
"2019","147660","North Central College","IL","Private not-for-profit","Four or more years"
"2019","147679","North Park University","IL","Private not-for-profit","Four or more years"
"2019","147776","Northeastern Illinois University","IL","Public","Four or more years"
"2019","147697","Northern Baptist Theological Seminary","IL","Private not-for-profit","Four or more years"
"2019","147703","Northern Illinois University","IL","Public","Four or more years"
"2019","443030","NorthShore University HealthSystem School of Nurse Anesthesia","IL","Private not-for-profit","Four or more years"
"2019","260992","Northwestern College","IL","Private for-profit","Four or more years"
"2019","147767","Northwestern University","IL","Private not-for-profit","Four or more years"
"2019","147828","Olivet Nazarene University","IL","Private not-for-profit","Four or more years"
"2019","442842","Pacific College of Health Science-Chicago","IL","Private for-profit","Four or more years"
"2019","148016","Principia College","IL","Private not-for-profit","Four or more years"
"2019","148131","Quincy University","IL","Private not-for-profit","Four or more years"
"2019","448673","Rasmussen College-Illinois","IL","Private for-profit","Four or more years"
"2019","149763","Resurrection University","IL","Private not-for-profit","Four or more years"
"2019","148335","Robert Morris University Illinois","IL","Private not-for-profit","Four or more years"
"2019","148405","Rockford University","IL","Private not-for-profit","Four or more years"
"2019","148487","Roosevelt University","IL","Private not-for-profit","Four or more years"
"2019","145558","Rosalind Franklin University of Medicine and Science","IL","Private not-for-profit","Four or more years"
"2019","148511","Rush University","IL","Private not-for-profit","Four or more years"
"2019","149028","Saint Anthony College of Nursing","IL","Private not-for-profit","Four or more years"
"2019","148876","Saint Augustine College","IL","Private not-for-profit","Four or more years"
"2019","148575","Saint Francis Medical Center College of Nursing","IL","Private not-for-profit","Four or more years"
"2019","148627","Saint Xavier University","IL","Private not-for-profit","Four or more years"
"2019","143048","School of the Art Institute of Chicago","IL","Private not-for-profit","Four or more years"
"2019","149222","Southern Illinois University-Carbondale","IL","Public","Four or more years"
"2019","149231","Southern Illinois University-Edwardsville","IL","Public","Four or more years"
"2019","149240","Southern Illinois University-System Office","IL","Public","Four or more years"
"2019","148982","Spertus College","IL","Private not-for-profit","Four or more years"
"2019","148593","St. John's College-Department of Nursing","IL","Private not-for-profit","Four or more years"
"2019","149329","Telshe Yeshiva-Chicago","IL","Private not-for-profit","Four or more years"
"2019","143978","The Chicago School of Professional Psychology at Chicago","IL","Private not-for-profit","Four or more years"
"2019","146241","The John Marshall Law School","IL","Private not-for-profit","Four or more years"
"2019","445054","Toyota Technological Institute at Chicago","IL","Private not-for-profit","Four or more years"
"2019","149505","Trinity Christian College","IL","Private not-for-profit","Four or more years"
"2019","146755","Trinity College of Nursing & Health Sciences","IL","Private not-for-profit","Four or more years"
"2019","149514","Trinity International University-Illinois","IL","Private not-for-profit","Four or more years"
"2019","144050","University of Chicago","IL","Private not-for-profit","Four or more years"
"2019","145600","University of Illinois at Chicago","IL","Public","Four or more years"
"2019","148654","University of Illinois at Springfield","IL","Public","Four or more years"
"2019","145637","University of Illinois at Urbana-Champaign","IL","Public","Four or more years"
"2019","149587","University of Illinois University Administration","IL","Public","Four or more years"
"2019","442161","University of Phoenix-Illinois","IL","Private for-profit","Four or more years"
"2019","148885","University of Saint Mary of the Lake","IL","Private not-for-profit","Four or more years"
"2019","148584","University of St Francis","IL","Private not-for-profit","Four or more years"
"2019","149639","VanderCook College of Music","IL","Private not-for-profit","Four or more years"
"2019","149772","Western Illinois University","IL","Public","Four or more years"
"2019","149781","Wheaton College","IL","Private not-for-profit","Four or more years"
"2019","222178","Abilene Christian University","TX","Private not-for-profit","Four or more years"
"2019","222628","Amberton University","TX","Private not-for-profit","Four or more years"
"2019","429085","American College of Acupuncture and Oriental Med","TX","Private for-profit","Four or more years"
"2019","445133","American InterContinental University-Houston","TX","Private for-profit","Four or more years"
"2019","222831","Angelo State University","TX","Public","Four or more years"
"2019","429094","AOMA Graduate School of Integrative Medicine","TX","Private for-profit","Four or more years"
"2019","494162","Arizona College-Dallas","TX","Private for-profit","Four or more years"
"2019","222877","Arlington Baptist University","TX","Private not-for-profit","Four or more years"
"2019","222983","Austin College","TX","Private not-for-profit","Four or more years"
"2019","222992","Austin Community College District","TX","Public","Four or more years"
"2019","247825","Austin Graduate School of Theology","TX","Private not-for-profit","Four or more years"
"2019","223001","Austin Presbyterian Theological Seminary","TX","Private not-for-profit","Four or more years"
"2019","420705","Bakke Graduate University","TX","Private not-for-profit","Four or more years"
"2019","223083","Baptist Health System School of Health Professions","TX","Private for-profit","Four or more years"
"2019","223117","Baptist Missionary Association Theological Seminary","TX","Private not-for-profit","Four or more years"
"2019","444398","Baptist University of the Americas","TX","Private not-for-profit","Four or more years"
"2019","223223","Baylor College of Medicine","TX","Private not-for-profit","Four or more years"
"2019","223232","Baylor University","TX","Private not-for-profit","Four or more years"
"2019","223506","Brazosport College","TX","Public","Four or more years"
"2019","450304","Brite Divinity School","TX","Private not-for-profit","Four or more years"
"2019","466930","Chamberlain University-Texas","TX","Private for-profit","Four or more years"
"2019","492607","Chicago School of Professional Psychology at Dallas","TX","Private not-for-profit","Four or more years"
"2019","494630","Christ Mission College","TX","Private not-for-profit","Four or more years"
"2019","439613","College of Biblical Studies","TX","Private not-for-profit","Four or more years"
"2019","388520","College of Biblical Studies-Houston","TX","Private not-for-profit","Four or more years"
"2019","247834","Collin County Community College District","TX","Public","Four or more years"
"2019","224004","Concordia University Texas","TX","Private not-for-profit","Four or more years"
"2019","475608","Criswell College","TX","Private not-for-profit","Four or more years"
"2019","224226","Dallas Baptist University","TX","Private not-for-profit","Four or more years"
"2019","224244","Dallas Christian College","TX","Private not-for-profit","Four or more years"
"2019","437732","Dallas Nursing Institute","TX","Private not-for-profit","Four or more years"
"2019","224305","Dallas Theological Seminary","TX","Private not-for-profit","Four or more years"
"2019","482635","DeVry University-Texas","TX","Private for-profit","Four or more years"
"2019","224527","East Texas Baptist University","TX","Private not-for-profit","Four or more years"
"2019","224712","Episcopal Theological Seminary of the Southwest","TX","Private not-for-profit","Four or more years"
"2019","406033","Galen College of Nursing-San Antonio","TX","Private for-profit","Four or more years"
"2019","224961","Galveston College","TX","Public","Four or more years"
"2019","480912","Gemini School of Visual Arts & Communication","TX","Private for-profit","Four or more years"
"2019","481401","Grace School of Theology","TX","Private not-for-profit","Four or more years"
"2019","225070","Grayson College","TX","Public","Four or more years"
"2019","494560","Guidance College","TX","Private not-for-profit","Four or more years"
"2019","225201","Hallmark University","TX","Private not-for-profit","Four or more years"
"2019","225247","Hardin-Simmons University","TX","Private not-for-profit","Four or more years"
"2019","225399","Houston Baptist University","TX","Private not-for-profit","Four or more years"
"2019","246345","Houston Graduate School of Theology","TX","Private not-for-profit","Four or more years"
"2019","225548","Howard Payne University","TX","Private not-for-profit","Four or more years"
"2019","225575","Huston-Tillotson University","TX","Private not-for-profit","Four or more years"
"2019","225885","Jarvis Christian College","TX","Private not-for-profit","Four or more years"
"2019","226091","Lamar University","TX","Public","Four or more years"
"2019","226134","Laredo College","TX","Public","Four or more years"
"2019","226231","LeTourneau University","TX","Private not-for-profit","Four or more years"
"2019","226383","Lubbock Christian University","TX","Private not-for-profit","Four or more years"
"2019","226587","McMurry University","TX","Private not-for-profit","Four or more years"
"2019","417752","Messenger College","TX","Private not-for-profit","Four or more years"
"2019","224776","Miami International University of Art & Design-Art Institute Dallas","TX","Private for-profit","Four or more years"
"2019","226806","Midland College","TX","Public","Four or more years"
"2019","226833","Midwestern State University","TX","Public","Four or more years"
"2019","451875","National American University-Austin","TX","Private for-profit","Four or more years"
"2019","491118","National American University-Career Point College Teachout Site","TX","Private for-profit","Four or more years"
"2019","482325","National American University-Georgetown","TX","Private for-profit","Four or more years"
"2019","492573","National American University-Killeen","TX","Private for-profit","Four or more years"
"2019","478014","National American University-Mesquite","TX","Private for-profit","Four or more years"
"2019","482334","National American University-Richardson","TX","Private for-profit","Four or more years"
"2019","461795","North American University","TX","Private not-for-profit","Four or more years"
"2019","227289","Oblate School of Theology","TX","Private not-for-profit","Four or more years"
"2019","227331","Our Lady of the Lake University","TX","Private not-for-profit","Four or more years"
"2019","243823","Parker University","TX","Private not-for-profit","Four or more years"
"2019","227429","Paul Quinn College","TX","Private not-for-profit","Four or more years"
"2019","227526","Prairie View A & M University","TX","Public","Four or more years"
"2019","223463","Remington College-Dallas Campus","TX","Private not-for-profit","Four or more years"
"2019","377111","Remington College-Fort Worth Campus","TX","Private not-for-profit","Four or more years"
"2019","445203","Remington College-North Houston Campus","TX","Private not-for-profit","Four or more years"
"2019","227757","Rice University","TX","Private not-for-profit","Four or more years"
"2019","227845","Saint Edward's University","TX","Private not-for-profit","Four or more years"
"2019","227881","Sam Houston State University","TX","Public","Four or more years"
"2019","228042","Schreiner University","TX","Private not-for-profit","Four or more years"
"2019","228194","South Texas College of Law Houston","TX","Private not-for-profit","Four or more years"
"2019","409315","South Texas College","TX","Public","Four or more years"
"2019","480073","South University-Austin","TX","Private for-profit","Four or more years"
"2019","228246","Southern Methodist University","TX","Private not-for-profit","Four or more years"
"2019","451556","Southwest University at El Paso","TX","Private for-profit","Four or more years"
"2019","228468","Southwestern Adventist University","TX","Private not-for-profit","Four or more years"
"2019","228325","Southwestern Assemblies of God University","TX","Private not-for-profit","Four or more years"
"2019","494603","Southwestern Baptist Theological Seminary","TX","Private not-for-profit","Four or more years"
"2019","228486","Southwestern Christian College","TX","Private not-for-profit","Four or more years"
"2019","228343","Southwestern University","TX","Private not-for-profit","Four or more years"
"2019","228149","St. Mary's University","TX","Private not-for-profit","Four or more years"
"2019","228431","Stephen F Austin State University","TX","Public","Four or more years"
"2019","458973","Strayer University-Texas","TX","Private for-profit","Four or more years"
"2019","228501","Sul Ross State University","TX","Public","Four or more years"
"2019","228529","Tarleton State University","TX","Public","Four or more years"
"2019","226152","Texas A & M International University","TX","Public","Four or more years"
"2019","228723","Texas A & M University-College Station","TX","Public","Four or more years"
"2019","224554","Texas A & M University-Commerce","TX","Public","Four or more years"
"2019","224147","Texas A & M University-Corpus Christi","TX","Public","Four or more years"
"2019","228705","Texas A & M University-Kingsville","TX","Public","Four or more years"
"2019","228732","Texas A & M University-System Office","TX","Public","Four or more years"
"2019","483036","Texas A&M University-Central Texas","TX","Public","Four or more years"
"2019","459949","Texas A&M University-San Antonio","TX","Public","Four or more years"
"2019","224545","Texas A&M University-Texarkana","TX","Public","Four or more years"
"2019","228866","Texas Chiropractic College Foundation Inc","TX","Private not-for-profit","Four or more years"
"2019","228875","Texas Christian University","TX","Private not-for-profit","Four or more years"
"2019","228884","Texas College","TX","Private not-for-profit","Four or more years"
"2019","430704","Texas Health and Science University","TX","Private for-profit","Four or more years"
"2019","228981","Texas Lutheran University","TX","Private not-for-profit","Four or more years"
"2019","229063","Texas Southern University","TX","Public","Four or more years"
"2019","228459","Texas State University","TX","Public","Four or more years"
"2019","229337","Texas Tech University Health Sciences Center","TX","Public","Four or more years"
"2019","492689","Texas Tech University Health Sciences Center-El Paso","TX","Public","Four or more years"
"2019","439154","Texas Tech University System Administration","TX","Public","Four or more years"
"2019","229115","Texas Tech University","TX","Public","Four or more years"
"2019","229160","Texas Wesleyan University","TX","Private not-for-profit","Four or more years"
"2019","229179","Texas Woman's University","TX","Public","Four or more years"
