year,unitid,inst_name,state_abbr,level_of_study,enrollment_fall
"2020","144962","Elmhurst College","IL","Graduate","583"
"2020","144962","Elmhurst College","IL","Undergraduate","2838"
"2020","409254","Erikson Institute","IL","Graduate","457"
"2020","144971","Eureka College","IL","Undergraduate","511"
"2020","145275","Garrett-Evangelical Theological Seminary","IL","Graduate","283"
"2020","145336","Governors State University","IL","Graduate","1628"
"2020","145336","Governors State University","IL","Undergraduate","3022"
"2020","145372","Greenville University","IL","Graduate","171"
"2020","145372","Greenville University","IL","Undergraduate","823"
"2020","145497","Hebrew Theological College","IL","Undergraduate","181"
"2020","145628","Illinois College of Optometry","IL","Graduate","531"
"2020","145691","Illinois College","IL","Undergraduate","1154"
"2020","145725","Illinois Institute of Technology","IL","Graduate","3203"
"2020","145725","Illinois Institute of Technology","IL","Undergraduate","3122"
"2020","145813","Illinois State University","IL","Graduate","2733"
"2020","145813","Illinois State University","IL","Undergraduate","17987"
"2020","145646","Illinois Wesleyan University","IL","Undergraduate","1636"
"2020","145886","Institute for Clinical Social Work","IL","Graduate","128"
"2020","146339","Judson University","IL","Graduate","219"
"2020","146339","Judson University","IL","Undergraduate","954"
"2020","146427","Knox College","IL","Undergraduate","1154"
"2020","146481","Lake Forest College","IL","Graduate","25"
"2020","146481","Lake Forest College","IL","Undergraduate","1558"
"2020","146490","Lake Forest Graduate School of Management","IL","Graduate","395"
"2020","146533","Lakeview College of Nursing","IL","Undergraduate","162"
"2020","146612","Lewis University","IL","Graduate","2131"
"2020","146612","Lewis University","IL","Undergraduate","4306"
"2020","146667","Lincoln Christian University","IL","Graduate","273"
"2020","146667","Lincoln Christian University","IL","Undergraduate","308"
"2020","146676","Lincoln College","IL","Graduate","27"
"2020","146676","Lincoln College","IL","Undergraduate","967"
"2020","146719","Loyola University Chicago","IL","Graduate","5281"
"2020","146719","Loyola University Chicago","IL","Undergraduate","11612"
"2020","146728","Lutheran School of Theology at Chicago","IL","Graduate","145"
"2020","146977","McCormick Theological Seminary","IL","Graduate","221"
"2020","147013","McKendree University","IL","Graduate","499"
"2020","147013","McKendree University","IL","Undergraduate","1701"
"2020","147031","Meadville Lombard Theological School","IL","Graduate","83"
"2020","147129","Methodist College","IL","Graduate","38"
"2020","147129","Methodist College","IL","Undergraduate","557"
"2020","439020","Midwest College of Oriental Medicine-Evanston","IL","Graduate","44"
"2020","439020","Midwest College of Oriental Medicine-Evanston","IL","Undergraduate","12"
"2020","143853","Midwestern University-Downers Grove","IL","Graduate","2980"
"2020","147244","Millikin University","IL","Graduate","107"
"2020","147244","Millikin University","IL","Undergraduate","1875"
"2020","147341","Monmouth College","IL","Undergraduate","860"
"2020","147369","Moody Bible Institute","IL","Graduate","709"
"2020","147369","Moody Bible Institute","IL","Undergraduate","2161"
"2020","147536","National Louis University","IL","Graduate","3798"
"2020","147536","National Louis University","IL","Undergraduate","3604"
"2020","147590","National University of Health Sciences","IL","Graduate","486"
"2020","147590","National University of Health Sciences","IL","Undergraduate","43"
"2020","147660","North Central College","IL","Graduate","357"
"2020","147660","North Central College","IL","Undergraduate","2475"
"2020","147679","North Park University","IL","Graduate","985"
"2020","147679","North Park University","IL","Undergraduate","1846"
"2020","147776","Northeastern Illinois University","IL","Graduate","1899"
"2020","147776","Northeastern Illinois University","IL","Undergraduate","5220"
"2020","147697","Northern Baptist Theological Seminary","IL","Graduate","285"
"2020","147703","Northern Illinois University","IL","Graduate","4492"
"2020","147703","Northern Illinois University","IL","Undergraduate","12277"
"2020","443030","NorthShore University HealthSystem School of Nurse Anesthesia","IL","Graduate","70"
"2020","260992","Northwestern College","IL","Undergraduate","462"
"2020","147767","Northwestern University","IL","Graduate","14044"
"2020","147767","Northwestern University","IL","Undergraduate","8559"
"2020","147828","Olivet Nazarene University","IL","Graduate","962"
"2020","147828","Olivet Nazarene University","IL","Undergraduate","2802"
"2020","442842","Pacific College of Health Science-Chicago","IL","Graduate","153"
"2020","442842","Pacific College of Health Science-Chicago","IL","Undergraduate","43"
"2020","148016","Principia College","IL","Undergraduate","340"
"2020","148131","Quincy University","IL","Graduate","181"
"2020","148131","Quincy University","IL","Undergraduate","1092"
"2020","448673","Rasmussen College-Illinois","IL","Graduate","31"
"2020","448673","Rasmussen College-Illinois","IL","Undergraduate","2407"
"2020","149763","Resurrection University","IL","Graduate","82"
"2020","149763","Resurrection University","IL","Undergraduate","671"
"2020","148405","Rockford University","IL","Graduate","253"
"2020","148405","Rockford University","IL","Undergraduate","1019"
"2020","148487","Roosevelt University","IL","Graduate","1612"
"2020","148487","Roosevelt University","IL","Undergraduate","3068"
"2020","145558","Rosalind Franklin University of Medicine and Science","IL","Graduate","2099"
"2020","148511","Rush University","IL","Graduate","2712"
"2020","148511","Rush University","IL","Undergraduate","104"
"2020","149028","Saint Anthony College of Nursing","IL","Graduate","81"
"2020","149028","Saint Anthony College of Nursing","IL","Undergraduate","210"
"2020","148876","Saint Augustine College","IL","Undergraduate","901"
"2020","148575","Saint Francis Medical Center College of Nursing","IL","Graduate","182"
"2020","148575","Saint Francis Medical Center College of Nursing","IL","Undergraduate","284"
"2020","148627","Saint Xavier University","IL","Graduate","684"
"2020","148627","Saint Xavier University","IL","Undergraduate","3080"
"2020","143048","School of the Art Institute of Chicago","IL","Graduate","645"
"2020","143048","School of the Art Institute of Chicago","IL","Undergraduate","2487"
"2020","149222","Southern Illinois University-Carbondale","IL","Graduate","3067"
"2020","149222","Southern Illinois University-Carbondale","IL","Undergraduate","8299"
"2020","149231","Southern Illinois University-Edwardsville","IL","Graduate","2918"
"2020","149231","Southern Illinois University-Edwardsville","IL","Undergraduate","9942"
"2020","148982","Spertus College","IL","Graduate","117"
"2020","148593","St. John's College-Department of Nursing","IL","Graduate","11"
"2020","148593","St. John's College-Department of Nursing","IL","Undergraduate","107"
"2020","149329","Telshe Yeshiva-Chicago","IL","Graduate","12"
"2020","149329","Telshe Yeshiva-Chicago","IL","Undergraduate","82"
"2020","143978","The Chicago School of Professional Psychology at Chicago","IL","Graduate","1267"
"2020","143978","The Chicago School of Professional Psychology at Chicago","IL","Undergraduate","18"
"2020","445054","Toyota Technological Institute at Chicago","IL","Graduate","43"
"2020","149505","Trinity Christian College","IL","Graduate","71"
"2020","149505","Trinity Christian College","IL","Undergraduate","1015"
"2020","146755","Trinity College of Nursing & Health Sciences","IL","Graduate","28"
"2020","146755","Trinity College of Nursing & Health Sciences","IL","Undergraduate","178"
"2020","149514","Trinity International University-Illinois","IL","Graduate","883"
"2020","149514","Trinity International University-Illinois","IL","Undergraduate","571"
"2020","144050","University of Chicago","IL","Graduate","10778"
"2020","144050","University of Chicago","IL","Undergraduate","7056"
"2020","145600","University of Illinois at Chicago","IL","Graduate","11597"
"2020","145600","University of Illinois at Chicago","IL","Undergraduate","21921"
"2020","148654","University of Illinois at Springfield","IL","Graduate","1492"
"2020","148654","University of Illinois at Springfield","IL","Undergraduate","2654"
"2020","145637","University of Illinois at Urbana-Champaign","IL","Graduate","18996"
"2020","145637","University of Illinois at Urbana-Champaign","IL","Undergraduate","33683"
"2020","442161","University of Phoenix-Illinois","IL","Undergraduate","2"
"2020","148885","University of Saint Mary of the Lake","IL","Graduate","186"
"2020","148584","University of St Francis","IL","Graduate","1902"
"2020","148584","University of St Francis","IL","Undergraduate","1627"
"2020","149639","VanderCook College of Music","IL","Graduate","231"
"2020","149639","VanderCook College of Music","IL","Undergraduate","82"
"2020","149772","Western Illinois University","IL","Graduate","1636"
"2020","149772","Western Illinois University","IL","Undergraduate","5854"
"2020","149781","Wheaton College","IL","Graduate","643"
"2020","149781","Wheaton College","IL","Undergraduate","2265"
"2020","222178","Abilene Christian University","TX","Graduate","1797"
"2020","222178","Abilene Christian University","TX","Undergraduate","3494"
"2020","222628","Amberton University","TX","Graduate","917"
"2020","222628","Amberton University","TX","Undergraduate","186"
"2020","429085","American College of Acupuncture and Oriental Med","TX","Graduate","123"
"2020","445133","American InterContinental University-Houston","TX","Graduate","31"
"2020","445133","American InterContinental University-Houston","TX","Undergraduate","190"
"2020","222831","Angelo State University","TX","Graduate","1668"
"2020","222831","Angelo State University","TX","Undergraduate","9107"
"2020","429094","AOMA Graduate School of Integrative Medicine","TX","Graduate","135"
"2020","494162","Arizona College-Dallas","TX","Undergraduate","177"
"2020","222877","Arlington Baptist University","TX","Graduate","2"
"2020","222877","Arlington Baptist University","TX","Undergraduate","158"
"2020","222983","Austin College","TX","Graduate","17"
"2020","222983","Austin College","TX","Undergraduate","1285"
"2020","222992","Austin Community College District","TX","Undergraduate","39896"
"2020","247825","Austin Graduate School of Theology","TX","Graduate","8"
"2020","247825","Austin Graduate School of Theology","TX","Undergraduate","13"
"2020","223001","Austin Presbyterian Theological Seminary","TX","Graduate","181"
"2020","420705","Bakke Graduate University","TX","Graduate","159"
"2020","223083","Baptist Health System School of Health Professions","TX","Undergraduate","567"
"2020","223117","Baptist Missionary Association Theological Seminary","TX","Graduate","61"
"2020","223117","Baptist Missionary Association Theological Seminary","TX","Undergraduate","49"
"2020","444398","Baptist University of the Americas","TX","Undergraduate","117"
"2020","223223","Baylor College of Medicine","TX","Graduate","1607"
"2020","223232","Baylor University","TX","Graduate","4898"
"2020","223232","Baylor University","TX","Undergraduate","14399"
"2020","223506","Brazosport College","TX","Undergraduate","3852"
"2020","450304","Brite Divinity School","TX","Graduate","142"
"2020","466930","Chamberlain University-Texas","TX","Undergraduate","1558"
"2020","492607","Chicago School of Professional Psychology at Dallas","TX","Graduate","87"
"2020","494630","Christ Mission College","TX","Undergraduate","42"
"2020","388520","College of Biblical Studies-Houston","TX","Undergraduate","431"
"2020","247834","Collin County Community College District","TX","Undergraduate","35390"
"2020","224004","Concordia University Texas","TX","Graduate","517"
"2020","224004","Concordia University Texas","TX","Undergraduate","1740"
"2020","475608","Criswell College","TX","Graduate","51"
"2020","475608","Criswell College","TX","Undergraduate","158"
"2020","224226","Dallas Baptist University","TX","Graduate","1373"
"2020","224226","Dallas Baptist University","TX","Undergraduate","2874"
"2020","224244","Dallas Christian College","TX","Undergraduate","246"
"2020","224615","Dallas College","TX","Undergraduate","74781"
"2020","437732","Dallas Nursing Institute","TX","Undergraduate","81"
"2020","224305","Dallas Theological Seminary","TX","Graduate","2447"
"2020","482635","DeVry University-Texas","TX","Graduate","73"
"2020","482635","DeVry University-Texas","TX","Undergraduate","234"
"2020","224527","East Texas Baptist University","TX","Graduate","149"
"2020","224527","East Texas Baptist University","TX","Undergraduate","1565"
"2020","224712","Episcopal Theological Seminary of the Southwest","TX","Graduate","135"
"2020","406033","Galen College of Nursing-San Antonio","TX","Undergraduate","2587"
"2020","224961","Galveston College","TX","Undergraduate","2060"
"2020","480912","Gemini School of Visual Arts & Communication","TX","Undergraduate","7"
"2020","481401","Grace School of Theology","TX","Graduate","427"
"2020","481401","Grace School of Theology","TX","Undergraduate","163"
"2020","225070","Grayson College","TX","Undergraduate","4066"
"2020","225201","Hallmark University","TX","Graduate","58"
"2020","225201","Hallmark University","TX","Undergraduate","929"
"2020","225247","Hardin-Simmons University","TX","Graduate","510"
"2020","225247","Hardin-Simmons University","TX","Undergraduate","1618"
"2020","225399","Houston Baptist University","TX","Graduate","1230"
"2020","225399","Houston Baptist University","TX","Undergraduate","2733"
"2020","246345","Houston Graduate School of Theology","TX","Graduate","131"
"2020","225548","Howard Payne University","TX","Graduate","79"
"2020","225548","Howard Payne University","TX","Undergraduate","981"
"2020","225575","Huston-Tillotson University","TX","Graduate","13"
"2020","225575","Huston-Tillotson University","TX","Undergraduate","1045"
"2020","225885","Jarvis Christian College","TX","Undergraduate","719"
"2020","226091","Lamar University","TX","Graduate","8049"
"2020","226091","Lamar University","TX","Undergraduate","8588"
"2020","226134","Laredo College","TX","Undergraduate","9292"
"2020","226231","LeTourneau University","TX","Graduate","269"
"2020","226231","LeTourneau University","TX","Undergraduate","2853"
"2020","227182","Lone Star College System","TX","Undergraduate","70109"
"2020","226383","Lubbock Christian University","TX","Graduate","282"
"2020","226383","Lubbock Christian University","TX","Undergraduate","1382"
"2020","226587","McMurry University","TX","Graduate","7"
"2020","226587","McMurry University","TX","Undergraduate","1087"
"2020","417752","Messenger College","TX","Undergraduate","33"
"2020","224776","Miami International University of Art & Design-Art Institute Dallas","TX","Graduate","2"
"2020","224776","Miami International University of Art & Design-Art Institute Dallas","TX","Undergraduate","491"
"2020","226806","Midland College","TX","Undergraduate","4737"
"2020","226833","Midwestern State University","TX","Graduate","719"
"2020","226833","Midwestern State University","TX","Undergraduate","5141"
"2020","482325","National American University-Georgetown","TX","Undergraduate","12"
"2020","461795","North American University","TX","Graduate","399"
"2020","461795","North American University","TX","Undergraduate","386"
"2020","227289","Oblate School of Theology","TX","Graduate","179"
"2020","227304","Odessa College","TX","Undergraduate","7019"
"2020","227331","Our Lady of the Lake University","TX","Graduate","1477"
"2020","227331","Our Lady of the Lake University","TX","Undergraduate","1294"
"2020","243823","Parker University","TX","Graduate","1235"
"2020","243823","Parker University","TX","Undergraduate","462"
"2020","227429","Paul Quinn College","TX","Undergraduate","468"
"2020","227526","Prairie View A & M University","TX","Graduate","876"
"2020","227526","Prairie View A & M University","TX","Undergraduate","8372"
"2020","223463","Remington College-Dallas Campus","TX","Undergraduate","628"
"2020","377111","Remington College-Fort Worth Campus","TX","Undergraduate","372"
"2020","445203","Remington College-North Houston Campus","TX","Undergraduate","347"
"2020","227757","Rice University","TX","Graduate","3567"
"2020","227757","Rice University","TX","Undergraduate","4076"
"2020","227845","Saint Edward's University","TX","Graduate","577"
"2020","227845","Saint Edward's University","TX","Undergraduate","3014"
"2020","227881","Sam Houston State University","TX","Graduate","3101"
"2020","227881","Sam Houston State University","TX","Undergraduate","18811"
"2020","227979","San Jacinto Community College","TX","Undergraduate","31110"
"2020","228042","Schreiner University","TX","Graduate","99"
"2020","228042","Schreiner University","TX","Undergraduate","1145"
"2020","228194","South Texas College of Law Houston","TX","Graduate","999"
"2020","409315","South Texas College","TX","Undergraduate","28233"
"2020","480073","South University-Austin","TX","Graduate","30"
"2020","480073","South University-Austin","TX","Undergraduate","399"
"2020","228246","Southern Methodist University","TX","Graduate","5546"
"2020","228246","Southern Methodist University","TX","Undergraduate","6827"
"2020","451556","Southwest University at El Paso","TX","Undergraduate","1558"
"2020","228468","Southwestern Adventist University","TX","Graduate","9"
"2020","228468","Southwestern Adventist University","TX","Undergraduate","745"
"2020","228325","Southwestern Assemblies of God University","TX","Graduate","353"
"2020","228325","Southwestern Assemblies of God University","TX","Undergraduate","1632"
"2020","228486","Southwestern Christian College","TX","Undergraduate","84"
"2020","228343","Southwestern University","TX","Undergraduate","1506"
"2020","228149","St. Mary's University","TX","Graduate","1319"
"2020","228149","St. Mary's University","TX","Undergraduate","2139"
"2020","228431","Stephen F Austin State University","TX","Graduate","1633"
"2020","228431","Stephen F Austin State University","TX","Undergraduate","10987"
"2020","458973","Strayer University-Texas","TX","Graduate","310"
"2020","458973","Strayer University-Texas","TX","Undergraduate","3091"
"2020","228501","Sul Ross State University","TX","Graduate","556"
"2020","228501","Sul Ross State University","TX","Undergraduate","1789"
"2020","228529","Tarleton State University","TX","Graduate","2123"
"2020","228529","Tarleton State University","TX","Undergraduate","11893"
"2020","226152","Texas A & M International University","TX","Graduate","1441"
"2020","226152","Texas A & M International University","TX","Undergraduate","7084"
"2020","228723","Texas A & M University-College Station","TX","Graduate","14850"
"2020","228723","Texas A & M University-College Station","TX","Undergraduate","55568"
"2020","224554","Texas A & M University-Commerce","TX","Graduate","3900"
"2020","224554","Texas A & M University-Commerce","TX","Undergraduate","8349"
"2020","224147","Texas A & M University-Corpus Christi","TX","Graduate","2337"
"2020","224147","Texas A & M University-Corpus Christi","TX","Undergraduate","8483"
"2020","228705","Texas A & M University-Kingsville","TX","Graduate","1257"
"2020","228705","Texas A & M University-Kingsville","TX","Undergraduate","5675"
"2020","483036","Texas A&M University-Central Texas","TX","Graduate","453"
"2020","483036","Texas A&M University-Central Texas","TX","Undergraduate","1886"
"2020","459949","Texas A&M University-San Antonio","TX","Graduate","681"
"2020","459949","Texas A&M University-San Antonio","TX","Undergraduate","6078"
"2020","224545","Texas A&M University-Texarkana","TX","Graduate","370"
"2020","224545","Texas A&M University-Texarkana","TX","Undergraduate","1801"
"2020","228866","Texas Chiropractic College Foundation Inc","TX","Graduate","250"
"2020","228875","Texas Christian University","TX","Graduate","1675"
"2020","228875","Texas Christian University","TX","Undergraduate","9704"
"2020","228884","Texas College","TX","Undergraduate","764"
"2020","430704","Texas Health and Science University","TX","Graduate","76"
"2020","430704","Texas Health and Science University","TX","Undergraduate","28"
"2020","228981","Texas Lutheran University","TX","Graduate","44"
"2020","228981","Texas Lutheran University","TX","Undergraduate","1455"
"2020","229063","Texas Southern University","TX","Graduate","1717"
"2020","229063","Texas Southern University","TX","Undergraduate","5298"
"2020","228459","Texas State University","TX","Graduate","4619"
"2020","228459","Texas State University","TX","Undergraduate","33193"
"2020","229337","Texas Tech University Health Sciences Center","TX","Graduate","3881"
"2020","229337","Texas Tech University Health Sciences Center","TX","Undergraduate","1393"
"2020","492689","Texas Tech University Health Sciences Center-El Paso","TX","Graduate","487"
"2020","492689","Texas Tech University Health Sciences Center-El Paso","TX","Undergraduate","288"
"2020","229115","Texas Tech University","TX","Graduate","7053"
"2020","229115","Texas Tech University","TX","Undergraduate","33269"
"2020","229160","Texas Wesleyan University","TX","Graduate","791"
"2020","229160","Texas Wesleyan University","TX","Undergraduate","1406"
"2020","229179","Texas Woman's University","TX","Graduate","5769"
"2020","229179","Texas Woman's University","TX","Undergraduate","10664"
"2020","451820","The Art Institute of Austin","TX","Undergraduate","236"
"2020","222938","The Art Institute of Houston","TX","Undergraduate","511"
"2020","458982","The Art Institute of San Antonio","TX","Undergraduate","395"
"2020","392257","The College of Health Care Professions-Northwest","TX","Undergraduate","2811"
"2020","439701","The King's University","TX","Graduate","347"
"2020","439701","The King's University","TX","Undergraduate","319"
"2020","228769","The University of Texas at Arlington","TX","Graduate","13008"
"2020","228769","The University of Texas at Arlington","TX","Undergraduate","35064"
"2020","228778","The University of Texas at Austin","TX","Graduate","10428"
"2020","228778","The University of Texas at Austin","TX","Undergraduate","40048"
"2020","228787","The University of Texas at Dallas","TX","Graduate","7482"
"2020","228787","The University of Texas at Dallas","TX","Undergraduate","21187"
"2020","228796","The University of Texas at El Paso","TX","Graduate","3762"
"2020","228796","The University of Texas at El Paso","TX","Undergraduate","21117"
"2020","229027","The University of Texas at San Antonio","TX","Graduate","4783"
"2020","229027","The University of Texas at San Antonio","TX","Undergraduate","29959"
"2020","228802","The University of Texas at Tyler","TX","Graduate","2544"
"2020","228802","The University of Texas at Tyler","TX","Undergraduate","7237"
"2020","229300","The University of Texas Health Science Center at Houston","TX","Graduate","4921"
"2020","229300","The University of Texas Health Science Center at Houston","TX","Undergraduate","687"
"2020","228644","The University of Texas Health Science Center at San Antonio","TX","Graduate","2674"
"2020","228644","The University of Texas Health Science Center at San Antonio","TX","Undergraduate","804"
"2020","416801","The University of Texas MD Anderson Cancer Center","TX","Graduate","30"
"2020","416801","The University of Texas MD Anderson Cancer Center","TX","Undergraduate","328"
"2020","228653","The University of Texas Medical Branch at Galveston","TX","Graduate","2750"
"2020","228653","The University of Texas Medical Branch at Galveston","TX","Undergraduate","708"
"2020","229018","The University of Texas of the Permian Basin","TX","Graduate","1034"
"2020","229018","The University of Texas of the Permian Basin","TX","Undergraduate","4496"
"2020","227368","The University of Texas Rio Grande Valley","TX","Graduate","5679"
"2020","227368","The University of Texas Rio Grande Valley","TX","Undergraduate","26762"
"2020","229267","Trinity University","TX","Graduate","173"
"2020","229267","Trinity University","TX","Undergraduate","2504"
"2020","229355","Tyler Junior College","TX","Undergraduate","11749"
"2020","224323","University of Dallas","TX","Graduate","1042"
"2020","224323","University of Dallas","TX","Undergraduate","1447"
"2020","225511","University of Houston","TX","Graduate","7925"
"2020","225511","University of Houston","TX","Undergraduate","39165"
"2020","225414","University of Houston-Clear Lake","TX","Graduate","2471"
"2020","225414","University of Houston-Clear Lake","TX","Undergraduate","6582"
"2020","225432","University of Houston-Downtown","TX","Graduate","1576"
"2020","225432","University of Houston-Downtown","TX","Undergraduate","13663"
"2020","225502","University of Houston-Victoria","TX","Graduate","1409"
"2020","225502","University of Houston-Victoria","TX","Undergraduate","3513"
"2020","226471","University of Mary Hardin-Baylor","TX","Graduate","497"
"2020","226471","University of Mary Hardin-Baylor","TX","Undergraduate","3379"
"2020","484905","University of North Texas at Dallas","TX","Graduate","777"
"2020","484905","University of North Texas at Dallas","TX","Undergraduate","3387"
"2020","228909","University of North Texas Health Science Center","TX","Graduate","2329"
"2020","227216","University of North Texas","TX","Graduate","8139"
"2020","227216","University of North Texas","TX","Undergraduate","32814"
"2020","484756","University of Phoenix-Texas","TX","Graduate","45"
"2020","484756","University of Phoenix-Texas","TX","Undergraduate","228"
"2020","227863","University of St Thomas","TX","Graduate","1281"
"2020","227863","University of St Thomas","TX","Undergraduate","2411"
"2020","485537","University of Texas Health Science Center at Tyler","TX","Graduate","89"
"2020","228635","University of Texas Southwestern Medical Center","TX","Graduate","2299"
"2020","225627","University of the Incarnate Word","TX","Graduate","2836"
"2020","225627","University of the Incarnate Word","TX","Undergraduate","5081"
"2020","377342","Vista College-Online","TX","Undergraduate","574"
"2020","226879","Wade College","TX","Undergraduate","180"
"2020","229780","Wayland Baptist University","TX","Graduate","1047"
"2020","229780","Wayland Baptist University","TX","Undergraduate","3015"
"2020","229799","Weatherford College","TX","Undergraduate","5480"
"2020","477039","West Coast University-Dallas","TX","Graduate","314"
"2020","477039","West Coast University-Dallas","TX","Undergraduate","1182"
"2020","229814","West Texas A & M University","TX","Graduate","2710"
"2020","229814","West Texas A & M University","TX","Undergraduate","7326"
"2020","224679","Western Technical College","TX","Undergraduate","1324"
"2020","224660","Western Technical College","TX","Undergraduate","579"
"2020","229887","Wiley College","TX","Undergraduate","615"
"2020","232797","American National University","VA","Graduate","121"
"2020","232797","American National University","VA","Undergraduate","810"
"2020","449922","Appalachian College of Pharmacy","VA","Graduate","180"
"2020","432348","Appalachian School of Law","VA","Graduate","170"
"2020","231420","Averett University","VA","Undergraduate","887"
"2020","449931","Averett University-Non-Traditional Programs","VA","Graduate","276"
"2020","449931","Averett University-Non-Traditional Programs","VA","Undergraduate","196"
"2020","458113","Bethel College","VA","Undergraduate","35"
"2020","231554","Bluefield College","VA","Graduate","212"
"2020","231554","Bluefield College","VA","Undergraduate","753"
"2020","233356","Bon Secours Memorial College of Nursing","VA","Undergraduate","456"
"2020","231581","Bridgewater College","VA","Graduate","45"
"2020","231581","Bridgewater College","VA","Undergraduate","1552"
"2020","231785","Bryant & Stratton College-Virginia Beach","VA","Undergraduate","1515"
"2020","232618","Centra College of Nursing","VA","Undergraduate","314"
"2020","420024","Centura College-Chesapeake","VA","Undergraduate","164"
"2020","232016","Centura College-Virginia Beach","VA","Undergraduate","99"
"2020","460871","Chamberlain University-Virginia","VA","Undergraduate","622"
"2020","231712","Christopher Newport University","VA","Graduate","110"
"2020","231712","Christopher Newport University","VA","Undergraduate","4758"
"2020","482653","DeVry University-Virginia","VA","Graduate","70"
"2020","482653","DeVry University-Virginia","VA","Undergraduate","118"
"2020","445869","Divine Mercy University","VA","Graduate","392"
"2020","232043","Eastern Mennonite University","VA","Graduate","498"
"2020","232043","Eastern Mennonite University","VA","Undergraduate","896"
"2020","231970","Eastern Virginia Medical School","VA","Graduate","1289"
"2020","248934","ECPI University","VA","Graduate","370"
"2020","248934","ECPI University","VA","Undergraduate","13983"
"2020","442806","Edward Via College of Osteopathic Medicine","VA","Graduate","2123"
"2020","232025","Emory & Henry College","VA","Graduate","274"
"2020","232025","Emory & Henry College","VA","Undergraduate","956"
"2020","460376","Fairfax University of America","VA","Graduate","48"
"2020","460376","Fairfax University of America","VA","Undergraduate","17"
"2020","232089","Ferrum College","VA","Graduate","10"
"2020","232089","Ferrum College","VA","Undergraduate","962"
"2020","232186","George Mason University","VA","Graduate","11437"
"2020","232186","George Mason University","VA","Undergraduate","27104"
"2020","232256","Hampden-Sydney College","VA","Undergraduate","881"
"2020","232265","Hampton University","VA","Graduate","453"
"2020","232265","Hampton University","VA","Undergraduate","3063"
"2020","232308","Hollins University","VA","Graduate","108"
"2020","232308","Hollins University","VA","Undergraduate","687"
"2020","483780","IGlobal University","VA","Graduate","208"
"2020","483780","IGlobal University","VA","Undergraduate","46"
"2020","232423","James Madison University","VA","Graduate","1867"
"2020","232423","James Madison University","VA","Undergraduate","19727"
"2020","232557","Liberty University","VA","Graduate","45361"
"2020","232557","Liberty University","VA","Undergraduate","47988"
"2020","232566","Longwood University","VA","Graduate","901"
"2020","232566","Longwood University","VA","Undergraduate","3940"
"2020","494621","Lotus School of Integrated Professions","VA","Undergraduate","76"
"2020","232672","Mary Baldwin University","VA","Graduate","633"
"2020","232672","Mary Baldwin University","VA","Undergraduate","1477"
"2020","232706","Marymount University","VA","Graduate","1253"
"2020","232706","Marymount University","VA","Undergraduate","2041"
"2020","232937","Norfolk State University","VA","Graduate","465"
"2020","232937","Norfolk State University","VA","Undergraduate","4992"
"2020","232982","Old Dominion University","VA","Graduate","4664"
"2020","232982","Old Dominion University","VA","Undergraduate","19622"
"2020","451927","Patrick Henry College","VA","Undergraduate","340"
"2020","233277","Radford University","VA","Graduate","3388"
"2020","233277","Radford University","VA","Undergraduate","7307"
"2020","233301","Randolph College","VA","Graduate","58"
"2020","233301","Randolph College","VA","Undergraduate","508"
"2020","233295","Randolph-Macon College","VA","Undergraduate","1554"
"2020","231651","Regent University","VA","Graduate","5950"
"2020","231651","Regent University","VA","Undergraduate","4533"
"2020","233408","Riverside College of Health Careers","VA","Undergraduate","303"
"2020","233426","Roanoke College","VA","Undergraduate","1920"
"2020","232885","Sentara College of Health Sciences","VA","Graduate","66"
"2020","232885","Sentara College of Health Sciences","VA","Undergraduate","275"
"2020","233541","Shenandoah University","VA","Graduate","1907"
"2020","233541","Shenandoah University","VA","Undergraduate","2267"
"2020","459259","South University-Richmond","VA","Graduate","123"
"2020","459259","South University-Richmond","VA","Undergraduate","289"
"2020","459268","South University-Virginia Beach","VA","Graduate","78"
"2020","459268","South University-Virginia Beach","VA","Undergraduate","325"
"2020","233611","Southern Virginia University","VA","Undergraduate","1140"
"2020","438498","Stratford University","VA","Graduate","265"
"2020","438498","Stratford University","VA","Undergraduate","1682"
"2020","233684","Strayer University-Virginia","VA","Graduate","978"
"2020","233684","Strayer University-Virginia","VA","Undergraduate","3819"
"2020","233718","Sweet Briar College","VA","Graduate","6"
"2020","233718","Sweet Briar College","VA","Undergraduate","356"
"2020","458496","The Art Institute of Virginia Beach","VA","Undergraduate","223"
"2020","233897","The University of Virginia's College at Wise","VA","Undergraduate","1905"
"2020","233842","Union Presbyterian Seminary","VA","Graduate","169"
"2020","232609","University of Lynchburg","VA","Graduate","870"
"2020","232609","University of Lynchburg","VA","Undergraduate","1822"
"2020","437097","University of Management and Technology","VA","Graduate","102"
"2020","437097","University of Management and Technology","VA","Undergraduate","193"
"2020","232681","University of Mary Washington","VA","Graduate","300"
"2020","232681","University of Mary Washington","VA","Undergraduate","3993"
"2020","233374","University of Richmond","VA","Graduate","733"
"2020","233374","University of Richmond","VA","Undergraduate","3323"
"2020","442639","University of the Potomac-VA Campus","VA","Graduate","149"
"2020","442639","University of the Potomac-VA Campus","VA","Undergraduate","48"
"2020","234076","University of Virginia-Main Campus","VA","Graduate","8318"
"2020","234076","University of Virginia-Main Campus","VA","Undergraduate","17310"
"2020","449834","Virginia Beach Theological Seminary","VA","Graduate","35"
"2020","234030","Virginia Commonwealth University","VA","Graduate","7127"
"2020","234030","Virginia Commonwealth University","VA","Undergraduate","21943"
